"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"428","A14",18,"A34","A43",1149,"A64","A73",4,"A93","A101",3,"A121",46,"A143","A152",2,"A173","good","A191","A201",1
"429","A14",9,"A32","A42",1313,"A61","A75",1,"A93","A101",4,"A123",20,"A143","A152",1,"A173","good","A191","A201",1
"430","A11",18,"A34","A45",1190,"A61","A71",2,"A92","A101",4,"A124",55,"A143","A153",3,"A171","bad","A191","A201",2
"431","A14",5,"A32","A49",3448,"A61","A74",1,"A93","A101",4,"A121",74,"A143","A152",1,"A172","good","A191","A201",1
"432","A12",24,"A32","A410",11328,"A61","A73",2,"A93","A102",3,"A123",29,"A141","A152",2,"A174","good","A192","A201",2
"433","A11",6,"A34","A42",1872,"A61","A71",4,"A93","A101",4,"A124",36,"A143","A153",3,"A174","good","A192","A201",1
"434","A14",24,"A34","A45",2058,"A61","A73",4,"A91","A101",2,"A121",33,"A143","A152",2,"A173","good","A192","A201",1
"435","A11",9,"A32","A42",2136,"A61","A73",3,"A93","A101",2,"A121",25,"A143","A152",1,"A173","good","A191","A201",1
"436","A12",12,"A32","A43",1484,"A65","A73",2,"A94","A101",1,"A121",25,"A143","A152",1,"A173","good","A192","A201",2
"437","A14",6,"A32","A45",660,"A63","A74",2,"A94","A101",4,"A121",23,"A143","A151",1,"A172","good","A191","A201",1
"438","A14",24,"A34","A40",1287,"A64","A75",4,"A92","A101",4,"A121",37,"A143","A152",2,"A173","good","A192","A201",1
"439","A11",42,"A34","A45",3394,"A61","A71",4,"A93","A102",4,"A123",65,"A143","A152",2,"A171","good","A191","A201",1
"440","A13",12,"A31","A49",609,"A61","A72",4,"A92","A101",1,"A121",26,"A143","A152",1,"A171","good","A191","A201",2
"441","A14",12,"A32","A40",1884,"A61","A75",4,"A93","A101",4,"A123",39,"A143","A152",1,"A174","good","A192","A201",1
"442","A11",12,"A32","A42",1620,"A61","A73",2,"A92","A102",3,"A122",30,"A143","A152",1,"A173","good","A191","A201",1
"443","A12",20,"A33","A410",2629,"A61","A73",2,"A93","A101",3,"A123",29,"A141","A152",2,"A173","good","A192","A201",1
"444","A14",12,"A32","A46",719,"A61","A75",4,"A93","A101",4,"A123",41,"A141","A152",1,"A172","bad","A191","A201",2
"445","A12",48,"A34","A42",5096,"A61","A73",2,"A92","A101",3,"A123",30,"A143","A152",1,"A174","good","A192","A201",2
"446","A14",9,"A34","A46",1244,"A65","A75",4,"A92","A101",4,"A122",41,"A143","A151",2,"A172","good","A191","A201",1
"447","A11",36,"A32","A40",1842,"A61","A72",4,"A92","A101",4,"A123",34,"A143","A152",1,"A173","good","A192","A201",2
"448","A12",7,"A32","A43",2576,"A61","A73",2,"A93","A103",2,"A121",35,"A143","A152",1,"A173","good","A191","A201",1
"449","A13",12,"A32","A42",1424,"A65","A75",3,"A92","A101",4,"A121",55,"A143","A152",1,"A174","good","A192","A201",1
"450","A12",15,"A33","A45",1512,"A64","A73",3,"A94","A101",3,"A122",61,"A142","A152",2,"A173","good","A191","A201",2
"451","A14",36,"A34","A41",11054,"A65","A73",4,"A93","A101",2,"A123",30,"A143","A152",1,"A174","good","A192","A201",1
"452","A14",6,"A32","A43",518,"A61","A73",3,"A92","A101",1,"A121",29,"A143","A152",1,"A173","good","A191","A201",1
"453","A14",12,"A30","A42",2759,"A61","A75",2,"A93","A101",4,"A122",34,"A143","A152",2,"A173","good","A191","A201",1
"454","A14",24,"A32","A41",2670,"A61","A75",4,"A93","A101",4,"A123",35,"A143","A152",1,"A174","good","A192","A201",1
"455","A11",24,"A32","A40",4817,"A61","A74",2,"A93","A102",3,"A122",31,"A143","A152",1,"A173","good","A192","A201",2
"456","A14",24,"A32","A41",2679,"A61","A72",4,"A92","A101",1,"A124",29,"A143","A152",1,"A174","good","A192","A201",1
"457","A11",11,"A34","A40",3905,"A61","A73",2,"A93","A101",2,"A121",36,"A143","A151",2,"A173","bad","A191","A201",1
"458","A11",12,"A32","A41",3386,"A61","A75",3,"A93","A101",4,"A124",35,"A143","A153",1,"A173","good","A192","A201",2
"459","A11",6,"A32","A44",343,"A61","A72",4,"A92","A101",1,"A121",27,"A143","A152",1,"A173","good","A191","A201",1
"460","A14",18,"A32","A43",4594,"A61","A72",3,"A93","A101",2,"A123",32,"A143","A152",1,"A173","good","A192","A201",1
"461","A11",36,"A32","A42",3620,"A61","A73",1,"A93","A103",2,"A122",37,"A143","A152",1,"A173","bad","A191","A201",1
"462","A11",15,"A32","A40",1721,"A61","A72",2,"A93","A101",3,"A121",36,"A143","A152",1,"A173","good","A191","A201",1
"463","A12",12,"A32","A42",3017,"A61","A72",3,"A92","A101",1,"A121",34,"A143","A151",1,"A174","good","A191","A201",1
"464","A12",12,"A32","A48",754,"A65","A75",4,"A93","A101",4,"A122",38,"A143","A152",2,"A173","good","A191","A201",1
"465","A14",18,"A32","A49",1950,"A61","A74",4,"A93","A101",1,"A123",34,"A142","A152",2,"A173","good","A192","A201",1
"466","A11",24,"A32","A41",2924,"A61","A73",3,"A93","A103",4,"A124",63,"A141","A152",1,"A173","bad","A192","A201",1
"467","A11",24,"A33","A43",1659,"A61","A72",4,"A92","A101",2,"A123",29,"A143","A151",1,"A172","good","A192","A201",2
"468","A14",48,"A33","A43",7238,"A65","A75",3,"A93","A101",3,"A123",32,"A141","A152",2,"A173","bad","A191","A201",1
"469","A14",33,"A33","A49",2764,"A61","A73",2,"A92","A101",2,"A123",26,"A143","A152",2,"A173","good","A192","A201",1
"470","A14",24,"A33","A41",4679,"A61","A74",3,"A93","A101",3,"A123",35,"A143","A152",2,"A172","good","A192","A201",1
"471","A12",24,"A32","A43",3092,"A62","A72",3,"A94","A101",2,"A123",22,"A143","A151",1,"A173","good","A192","A201",2
"472","A11",6,"A32","A46",448,"A61","A72",4,"A92","A101",4,"A122",23,"A143","A152",1,"A173","good","A191","A201",2
"473","A11",9,"A32","A40",654,"A61","A73",4,"A93","A101",3,"A123",28,"A143","A152",1,"A172","good","A191","A201",2
"474","A14",6,"A32","A48",1238,"A65","A71",4,"A93","A101",4,"A122",36,"A143","A152",1,"A174","bad","A192","A201",1
"475","A12",18,"A34","A43",1245,"A61","A73",4,"A94","A101",2,"A123",33,"A143","A152",1,"A173","good","A191","A201",2
"476","A11",18,"A30","A42",3114,"A61","A72",1,"A92","A101",4,"A122",26,"A143","A151",1,"A173","good","A191","A201",2
"477","A14",39,"A32","A41",2569,"A63","A73",4,"A93","A101",4,"A123",24,"A143","A152",1,"A173","good","A191","A201",1
"478","A13",24,"A32","A43",5152,"A61","A74",4,"A93","A101",2,"A123",25,"A141","A152",1,"A173","good","A191","A201",1
"479","A12",12,"A32","A49",1037,"A62","A74",3,"A93","A101",4,"A121",39,"A143","A152",1,"A172","good","A191","A201",1
"480","A11",15,"A34","A42",1478,"A61","A75",4,"A93","A101",4,"A123",44,"A143","A152",2,"A173","bad","A192","A201",1
"481","A12",12,"A34","A43",3573,"A61","A73",1,"A92","A101",1,"A121",23,"A143","A152",1,"A172","good","A191","A201",1
"482","A12",24,"A32","A40",1201,"A61","A72",4,"A93","A101",1,"A122",26,"A143","A152",1,"A173","good","A191","A201",1
"483","A11",30,"A32","A42",3622,"A64","A75",4,"A92","A101",4,"A122",57,"A143","A151",2,"A173","good","A192","A201",1
"484","A14",15,"A33","A42",960,"A64","A74",3,"A92","A101",2,"A122",30,"A143","A152",2,"A173","good","A191","A201",1
"485","A14",12,"A34","A40",1163,"A63","A73",4,"A93","A101",4,"A121",44,"A143","A152",1,"A173","good","A192","A201",1
"486","A12",6,"A33","A40",1209,"A61","A71",4,"A93","A101",4,"A122",47,"A143","A152",1,"A174","good","A192","A201",2
"487","A14",12,"A32","A43",3077,"A61","A73",2,"A93","A101",4,"A123",52,"A143","A152",1,"A173","good","A192","A201",1
"488","A14",24,"A32","A40",3757,"A61","A75",4,"A92","A102",4,"A124",62,"A143","A153",1,"A173","good","A192","A201",1
"489","A14",10,"A32","A40",1418,"A62","A73",3,"A93","A101",2,"A121",35,"A143","A151",1,"A172","good","A191","A202",1
"490","A14",6,"A32","A40",3518,"A61","A73",2,"A93","A103",3,"A122",26,"A143","A151",1,"A173","good","A191","A201",1
"491","A14",12,"A34","A43",1934,"A61","A75",2,"A93","A101",2,"A124",26,"A143","A152",2,"A173","good","A191","A201",1
"492","A12",27,"A30","A49",8318,"A61","A75",2,"A92","A101",4,"A124",42,"A143","A153",2,"A174","good","A192","A201",2
"493","A14",6,"A34","A43",1237,"A62","A73",1,"A92","A101",1,"A122",27,"A143","A152",2,"A173","good","A191","A201",1
"494","A12",6,"A32","A43",368,"A65","A75",4,"A93","A101",4,"A122",38,"A143","A152",1,"A173","good","A191","A201",1
"495","A11",12,"A34","A40",2122,"A61","A73",3,"A93","A101",2,"A121",39,"A143","A151",2,"A172","bad","A191","A202",1
"496","A11",24,"A32","A42",2996,"A65","A73",2,"A94","A101",4,"A123",20,"A143","A152",1,"A173","good","A191","A201",2
"497","A12",36,"A32","A42",9034,"A62","A72",4,"A93","A102",1,"A124",29,"A143","A151",1,"A174","good","A192","A201",2
"498","A14",24,"A34","A42",1585,"A61","A74",4,"A93","A101",3,"A122",40,"A143","A152",2,"A173","good","A191","A201",1
"499","A12",18,"A32","A43",1301,"A61","A75",4,"A94","A103",2,"A121",32,"A143","A152",1,"A172","good","A191","A201",1
"500","A13",6,"A34","A40",1323,"A62","A75",2,"A91","A101",4,"A123",28,"A143","A152",2,"A173","bad","A192","A201",1
"501","A11",24,"A32","A40",3123,"A61","A72",4,"A92","A101",1,"A122",27,"A143","A152",1,"A173","good","A191","A201",2
"502","A11",36,"A32","A41",5493,"A61","A75",2,"A93","A101",4,"A124",42,"A143","A153",1,"A173","bad","A191","A201",1
"503","A13",9,"A32","A43",1126,"A62","A75",2,"A91","A101",4,"A121",49,"A143","A152",1,"A173","good","A191","A201",1
"504","A12",24,"A34","A43",1216,"A62","A72",4,"A93","A101",4,"A124",38,"A141","A152",2,"A173","bad","A191","A201",2
"505","A11",24,"A32","A40",1207,"A61","A72",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173","good","A191","A201",2
"506","A14",10,"A32","A40",1309,"A65","A73",4,"A93","A103",4,"A122",27,"A143","A152",1,"A172","good","A191","A201",2
"507","A13",15,"A34","A41",2360,"A63","A73",2,"A93","A101",2,"A123",36,"A143","A152",1,"A173","good","A192","A201",1
"508","A12",15,"A31","A40",6850,"A62","A71",1,"A93","A101",2,"A122",34,"A143","A152",1,"A174","bad","A192","A201",2
"509","A14",24,"A32","A43",1413,"A61","A73",4,"A94","A101",2,"A122",28,"A143","A152",1,"A173","good","A191","A201",1
"510","A14",39,"A32","A41",8588,"A62","A75",4,"A93","A101",2,"A123",45,"A143","A152",1,"A174","good","A192","A201",1
"511","A11",12,"A32","A40",759,"A61","A74",4,"A93","A101",2,"A121",26,"A143","A152",1,"A173","good","A191","A201",2
"512","A14",36,"A32","A41",4686,"A61","A73",2,"A93","A101",2,"A124",32,"A143","A153",1,"A174","good","A192","A201",1
"513","A13",15,"A32","A49",2687,"A61","A74",2,"A93","A101",4,"A122",26,"A143","A151",1,"A173","good","A192","A201",1
"514","A12",12,"A33","A43",585,"A61","A73",4,"A94","A102",4,"A121",20,"A143","A151",2,"A173","good","A191","A201",1
"515","A14",24,"A32","A40",2255,"A65","A72",4,"A93","A101",1,"A122",54,"A143","A152",1,"A173","good","A191","A201",1
"516","A11",6,"A34","A40",609,"A61","A74",4,"A92","A101",3,"A122",37,"A143","A152",2,"A173","good","A191","A202",1
"517","A11",6,"A34","A40",1361,"A61","A72",2,"A93","A101",4,"A121",40,"A143","A152",1,"A172","bad","A191","A202",1
"518","A14",36,"A34","A42",7127,"A61","A72",2,"A92","A101",4,"A122",23,"A143","A151",2,"A173","good","A192","A201",2
"519","A11",6,"A32","A40",1203,"A62","A75",3,"A93","A101",2,"A122",43,"A143","A152",1,"A173","good","A192","A201",1
"520","A14",6,"A34","A43",700,"A65","A75",4,"A93","A101",4,"A124",36,"A143","A153",2,"A173","good","A191","A201",1
"521","A14",24,"A34","A45",5507,"A61","A75",3,"A93","A101",4,"A124",44,"A143","A153",2,"A173","good","A191","A201",1
"522","A11",18,"A32","A43",3190,"A61","A73",2,"A92","A101",2,"A121",24,"A143","A152",1,"A173","good","A191","A201",2
"523","A11",48,"A30","A42",7119,"A61","A73",3,"A93","A101",4,"A124",53,"A143","A153",2,"A173","bad","A191","A201",2
"524","A14",24,"A32","A41",3488,"A62","A74",3,"A92","A101",4,"A123",23,"A143","A152",1,"A173","good","A191","A201",1
"525","A12",18,"A32","A43",1113,"A61","A73",4,"A92","A103",4,"A121",26,"A143","A152",1,"A172","bad","A191","A201",1
"526","A12",26,"A32","A41",7966,"A61","A72",2,"A93","A101",3,"A123",30,"A143","A152",2,"A173","good","A191","A201",1
"527","A14",15,"A34","A46",1532,"A62","A73",4,"A92","A101",3,"A123",31,"A143","A152",1,"A173","good","A191","A201",1
"528","A14",4,"A34","A43",1503,"A61","A74",2,"A93","A101",1,"A121",42,"A143","A152",2,"A172","bad","A191","A201",1
"529","A11",36,"A32","A43",2302,"A61","A73",4,"A91","A101",4,"A123",31,"A143","A151",1,"A173","good","A191","A201",2
"530","A11",6,"A32","A40",662,"A61","A72",3,"A93","A101",4,"A121",41,"A143","A152",1,"A172","bad","A192","A201",1
"531","A12",36,"A32","A46",2273,"A61","A74",3,"A93","A101",1,"A123",32,"A143","A152",2,"A173","bad","A191","A201",1
"532","A12",15,"A32","A40",2631,"A62","A73",2,"A92","A101",4,"A123",28,"A143","A151",2,"A173","good","A192","A201",2
"533","A14",12,"A33","A41",1503,"A61","A73",4,"A94","A101",4,"A121",41,"A143","A151",1,"A173","good","A191","A201",1
"534","A14",24,"A32","A43",1311,"A62","A74",4,"A94","A101",3,"A122",26,"A143","A152",1,"A173","good","A192","A201",1
"535","A14",24,"A32","A43",3105,"A65","A72",4,"A93","A101",2,"A123",25,"A143","A152",2,"A173","good","A191","A201",1
"536","A13",21,"A34","A46",2319,"A61","A72",2,"A91","A101",1,"A123",33,"A143","A151",1,"A173","good","A191","A201",2
"537","A11",6,"A32","A40",1374,"A65","A71",4,"A92","A101",3,"A122",75,"A143","A152",1,"A174","good","A192","A201",1
"538","A12",18,"A34","A42",3612,"A61","A75",3,"A92","A101",4,"A122",37,"A143","A152",1,"A173","good","A192","A201",1
"539","A11",48,"A32","A40",7763,"A61","A75",4,"A93","A101",4,"A124",42,"A141","A153",1,"A174","good","A191","A201",2
"540","A13",18,"A32","A42",3049,"A61","A72",1,"A92","A101",1,"A122",45,"A142","A152",1,"A172","good","A191","A201",1
"541","A12",12,"A32","A43",1534,"A61","A72",1,"A94","A101",1,"A121",23,"A143","A151",1,"A173","good","A191","A201",2
"542","A14",24,"A33","A40",2032,"A61","A75",4,"A93","A101",4,"A124",60,"A143","A153",2,"A173","good","A192","A201",1
"543","A11",30,"A32","A42",6350,"A65","A75",4,"A93","A101",4,"A122",31,"A143","A152",1,"A173","good","A191","A201",2
"544","A13",18,"A32","A42",2864,"A61","A73",2,"A93","A101",1,"A121",34,"A143","A152",1,"A172","bad","A191","A201",2
"545","A14",12,"A34","A40",1255,"A61","A75",4,"A93","A101",4,"A121",61,"A143","A152",2,"A172","good","A191","A201",1
"546","A11",24,"A33","A40",1333,"A61","A71",4,"A93","A101",2,"A121",43,"A143","A153",2,"A173","bad","A191","A201",2
"547","A14",24,"A34","A40",2022,"A61","A73",4,"A92","A101",4,"A123",37,"A143","A152",1,"A173","good","A192","A201",1
"548","A14",24,"A32","A43",1552,"A61","A74",3,"A93","A101",1,"A123",32,"A141","A152",1,"A173","bad","A191","A201",1
"549","A11",12,"A31","A43",626,"A61","A73",4,"A92","A101",4,"A121",24,"A141","A152",1,"A172","good","A191","A201",2
"550","A14",48,"A34","A41",8858,"A65","A74",2,"A93","A101",1,"A124",35,"A143","A153",2,"A173","good","A192","A201",1
"551","A14",12,"A34","A45",996,"A65","A74",4,"A92","A101",4,"A121",23,"A143","A152",2,"A173","good","A191","A201",1
"552","A14",6,"A31","A43",1750,"A63","A75",2,"A93","A101",4,"A122",45,"A141","A152",1,"A172","bad","A191","A201",1
"553","A11",48,"A32","A43",6999,"A61","A74",1,"A94","A103",1,"A121",34,"A143","A152",2,"A173","good","A192","A201",2
"554","A12",12,"A34","A40",1995,"A62","A72",4,"A93","A101",1,"A123",27,"A143","A152",1,"A173","good","A191","A201",1
"555","A12",9,"A32","A46",1199,"A61","A74",4,"A92","A101",4,"A122",67,"A143","A152",2,"A174","good","A192","A201",1
"556","A12",12,"A32","A43",1331,"A61","A72",2,"A93","A101",1,"A123",22,"A142","A152",1,"A173","good","A191","A201",2
"557","A12",18,"A30","A40",2278,"A62","A72",3,"A92","A101",3,"A123",28,"A143","A152",2,"A173","good","A191","A201",2
"558","A14",21,"A30","A40",5003,"A65","A73",1,"A92","A101",4,"A122",29,"A141","A152",2,"A173","good","A192","A201",2
"559","A11",24,"A31","A42",3552,"A61","A74",3,"A93","A101",4,"A123",27,"A141","A152",1,"A173","good","A191","A201",2
"560","A12",18,"A34","A42",1928,"A61","A72",2,"A93","A101",2,"A121",31,"A143","A152",2,"A172","good","A191","A201",2
"561","A11",24,"A32","A41",2964,"A65","A75",4,"A93","A101",4,"A124",49,"A141","A153",1,"A173","bad","A192","A201",1
"562","A11",24,"A31","A43",1546,"A61","A74",4,"A93","A103",4,"A123",24,"A141","A151",1,"A172","good","A191","A201",2
"563","A13",6,"A33","A43",683,"A61","A72",2,"A92","A101",1,"A122",29,"A141","A152",1,"A173","good","A191","A201",1
"564","A12",36,"A32","A40",12389,"A65","A73",1,"A93","A101",4,"A124",37,"A143","A153",1,"A173","good","A192","A201",2
"565","A12",24,"A33","A49",4712,"A65","A73",4,"A93","A101",2,"A122",37,"A141","A152",2,"A174","good","A192","A201",1
"566","A12",24,"A33","A43",1553,"A62","A74",3,"A92","A101",2,"A122",23,"A143","A151",2,"A173","good","A192","A201",1
"567","A11",12,"A32","A40",1372,"A61","A74",2,"A91","A101",3,"A123",36,"A143","A152",1,"A173","good","A191","A201",2
"568","A14",24,"A34","A43",2578,"A64","A75",2,"A93","A101",2,"A123",34,"A143","A152",1,"A173","good","A191","A201",1
"569","A12",48,"A32","A43",3979,"A65","A74",4,"A93","A101",1,"A123",41,"A143","A152",2,"A173","bad","A192","A201",1
"570","A11",48,"A32","A43",6758,"A61","A73",3,"A92","A101",2,"A123",31,"A143","A152",1,"A173","good","A192","A201",2
"571","A11",24,"A32","A42",3234,"A61","A72",4,"A92","A101",4,"A121",23,"A143","A151",1,"A172","good","A192","A201",2
"572","A14",30,"A34","A43",5954,"A61","A74",3,"A93","A102",2,"A123",38,"A143","A152",1,"A173","good","A191","A201",1
"573","A14",24,"A32","A41",5433,"A65","A71",2,"A92","A101",4,"A122",26,"A143","A151",1,"A174","good","A192","A201",1
"574","A11",15,"A32","A49",806,"A61","A73",4,"A92","A101",4,"A122",22,"A143","A152",1,"A172","good","A191","A201",1
"575","A12",9,"A32","A43",1082,"A61","A75",4,"A93","A101",4,"A123",27,"A143","A152",2,"A172","good","A191","A201",1
"576","A14",15,"A34","A42",2788,"A61","A74",2,"A92","A102",3,"A123",24,"A141","A152",2,"A173","good","A191","A201",1
"577","A12",12,"A32","A43",2930,"A61","A74",2,"A92","A101",1,"A121",27,"A143","A152",1,"A173","good","A191","A201",1
"578","A14",24,"A34","A46",1927,"A65","A73",3,"A92","A101",2,"A123",33,"A143","A152",2,"A173","good","A192","A201",1
"579","A12",36,"A34","A40",2820,"A61","A72",4,"A91","A101",4,"A123",27,"A143","A152",2,"A173","good","A191","A201",2
"580","A14",24,"A32","A48",937,"A61","A72",4,"A94","A101",3,"A123",27,"A143","A152",2,"A172","good","A191","A201",1
"581","A12",18,"A34","A40",1056,"A61","A75",3,"A93","A103",3,"A121",30,"A141","A152",2,"A173","good","A191","A201",2
"582","A12",12,"A34","A40",3124,"A61","A72",1,"A93","A101",3,"A121",49,"A141","A152",2,"A172","bad","A191","A201",1
"583","A14",9,"A32","A42",1388,"A61","A73",4,"A92","A101",2,"A121",26,"A143","A151",1,"A173","good","A191","A201",1
"584","A12",36,"A32","A45",2384,"A61","A72",4,"A93","A101",1,"A124",33,"A143","A151",1,"A172","good","A191","A201",2
"585","A14",12,"A32","A40",2133,"A65","A75",4,"A92","A101",4,"A124",52,"A143","A153",1,"A174","good","A192","A201",1
"586","A11",18,"A32","A42",2039,"A61","A73",1,"A92","A101",4,"A121",20,"A141","A151",1,"A173","good","A191","A201",2
"587","A11",9,"A34","A40",2799,"A61","A73",2,"A93","A101",2,"A121",36,"A143","A151",2,"A173","bad","A191","A201",1
"588","A11",12,"A32","A42",1289,"A61","A73",4,"A93","A103",1,"A122",21,"A143","A152",1,"A172","good","A191","A201",1
"589","A11",18,"A32","A44",1217,"A61","A73",4,"A94","A101",3,"A121",47,"A143","A152",1,"A172","good","A192","A201",2
"590","A11",12,"A34","A42",2246,"A61","A75",3,"A93","A101",3,"A122",60,"A143","A152",2,"A173","good","A191","A201",2
"591","A11",12,"A34","A43",385,"A61","A74",4,"A92","A101",3,"A121",58,"A143","A152",4,"A172","good","A192","A201",1
"592","A12",24,"A33","A40",1965,"A65","A73",4,"A92","A101",4,"A123",42,"A143","A151",2,"A173","good","A192","A201",1
"593","A14",21,"A32","A49",1572,"A64","A75",4,"A92","A101",4,"A121",36,"A141","A152",1,"A172","good","A191","A201",1
"594","A12",24,"A32","A40",2718,"A61","A73",3,"A92","A101",4,"A122",20,"A143","A151",1,"A172","good","A192","A201",2
"595","A11",24,"A31","A410",1358,"A65","A75",4,"A93","A101",3,"A123",40,"A142","A152",1,"A174","good","A192","A201",2
"596","A12",6,"A31","A40",931,"A62","A72",1,"A92","A101",1,"A122",32,"A142","A152",1,"A172","good","A191","A201",2
"597","A11",24,"A32","A40",1442,"A61","A74",4,"A92","A101",4,"A123",23,"A143","A151",2,"A173","good","A191","A201",2
"598","A12",24,"A30","A49",4241,"A61","A73",1,"A93","A101",4,"A121",36,"A143","A152",3,"A172","good","A192","A201",2
"599","A14",18,"A34","A40",2775,"A61","A74",2,"A93","A101",2,"A122",31,"A141","A152",2,"A173","good","A191","A201",2
"600","A14",24,"A33","A49",3863,"A61","A73",1,"A93","A101",2,"A124",32,"A143","A153",1,"A173","good","A191","A201",1
"601","A12",7,"A32","A43",2329,"A61","A72",1,"A92","A103",1,"A121",45,"A143","A152",1,"A173","good","A191","A201",1
"602","A12",9,"A32","A42",918,"A61","A73",4,"A92","A101",1,"A122",30,"A143","A152",1,"A173","good","A191","A201",2
"603","A12",24,"A31","A46",1837,"A61","A74",4,"A92","A101",4,"A124",34,"A141","A153",1,"A172","good","A191","A201",2
"604","A14",36,"A32","A42",3349,"A61","A73",4,"A92","A101",2,"A123",28,"A143","A152",1,"A174","good","A192","A201",2
"605","A13",10,"A32","A42",1275,"A61","A72",4,"A92","A101",2,"A122",23,"A143","A152",1,"A173","good","A191","A201",1
"606","A11",24,"A31","A42",2828,"A63","A73",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173","good","A192","A201",1
"607","A14",24,"A34","A49",4526,"A61","A73",3,"A93","A101",2,"A121",74,"A143","A152",1,"A174","good","A192","A201",1
"608","A12",36,"A32","A43",2671,"A62","A73",4,"A92","A102",4,"A124",50,"A143","A153",1,"A173","good","A191","A201",2
"609","A14",18,"A32","A43",2051,"A61","A72",4,"A93","A101",1,"A121",33,"A143","A152",1,"A173","good","A191","A201",1
"610","A14",15,"A32","A41",1300,"A65","A75",4,"A93","A101",4,"A124",45,"A141","A153",1,"A173","bad","A191","A201",1
"611","A11",12,"A32","A44",741,"A62","A71",4,"A92","A101",3,"A122",22,"A143","A152",1,"A173","good","A191","A201",2
"612","A13",10,"A32","A40",1240,"A62","A75",1,"A92","A101",4,"A124",48,"A143","A153",1,"A172","bad","A191","A201",2
"613","A11",21,"A32","A43",3357,"A64","A72",4,"A92","A101",2,"A123",29,"A141","A152",1,"A173","good","A191","A201",1
"614","A11",24,"A31","A41",3632,"A61","A73",1,"A92","A103",4,"A123",22,"A141","A151",1,"A173","good","A191","A202",1
"615","A14",18,"A33","A42",1808,"A61","A74",4,"A92","A101",1,"A121",22,"A143","A152",1,"A173","good","A191","A201",2
"616","A12",48,"A30","A49",12204,"A65","A73",2,"A93","A101",2,"A123",48,"A141","A152",1,"A174","good","A192","A201",1
"617","A12",60,"A33","A43",9157,"A65","A73",2,"A93","A101",2,"A124",27,"A143","A153",1,"A174","good","A191","A201",1
"618","A11",6,"A34","A40",3676,"A61","A73",1,"A93","A101",3,"A121",37,"A143","A151",3,"A173","bad","A191","A201",1
"619","A12",30,"A32","A42",3441,"A62","A73",2,"A92","A102",4,"A123",21,"A143","A151",1,"A173","good","A191","A201",2
"620","A14",12,"A32","A40",640,"A61","A73",4,"A91","A101",2,"A121",49,"A143","A152",1,"A172","good","A191","A201",1
"621","A12",21,"A34","A49",3652,"A61","A74",2,"A93","A101",3,"A122",27,"A143","A152",2,"A173","good","A191","A201",1
"622","A14",18,"A34","A40",1530,"A61","A73",3,"A93","A101",2,"A122",32,"A141","A152",2,"A173","good","A191","A201",2
"623","A14",48,"A32","A49",3914,"A65","A73",4,"A91","A101",2,"A121",38,"A141","A152",1,"A173","good","A191","A201",2
"624","A11",12,"A32","A42",1858,"A61","A72",4,"A92","A101",1,"A123",22,"A143","A151",1,"A173","good","A191","A201",1
"625","A11",18,"A32","A43",2600,"A61","A73",4,"A93","A101",4,"A124",65,"A143","A153",2,"A173","good","A191","A201",2
"626","A14",15,"A32","A43",1979,"A65","A75",4,"A93","A101",2,"A123",35,"A143","A152",1,"A173","good","A191","A201",1
"627","A13",6,"A32","A42",2116,"A61","A73",2,"A93","A101",2,"A121",41,"A143","A152",1,"A173","good","A192","A201",1
"628","A12",9,"A31","A40",1437,"A62","A74",2,"A93","A101",3,"A124",29,"A143","A152",1,"A173","good","A191","A201",2
"629","A14",42,"A34","A42",4042,"A63","A73",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173","good","A192","A201",1
"630","A14",9,"A32","A46",3832,"A65","A75",1,"A93","A101",4,"A121",64,"A143","A152",1,"A172","good","A191","A201",1
"631","A11",24,"A32","A43",3660,"A61","A73",2,"A92","A101",4,"A123",28,"A143","A152",1,"A173","good","A191","A201",1
"632","A11",18,"A31","A42",1553,"A61","A73",4,"A93","A101",3,"A123",44,"A141","A152",1,"A173","good","A191","A201",2
"633","A12",15,"A32","A43",1444,"A65","A72",4,"A93","A101",1,"A122",23,"A143","A152",1,"A173","good","A191","A201",1
"634","A14",9,"A32","A42",1980,"A61","A72",2,"A92","A102",2,"A123",19,"A143","A151",2,"A173","good","A191","A201",2
"635","A12",24,"A32","A40",1355,"A61","A72",3,"A92","A101",4,"A123",25,"A143","A152",1,"A172","good","A192","A201",2
"636","A14",12,"A32","A46",1393,"A61","A75",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173","bad","A192","A201",1
"637","A14",24,"A32","A43",1376,"A63","A74",4,"A92","A101",1,"A123",28,"A143","A152",1,"A173","good","A191","A201",1
"638","A14",60,"A33","A43",15653,"A61","A74",2,"A93","A101",4,"A123",21,"A143","A152",2,"A173","good","A192","A201",1
"639","A14",12,"A32","A43",1493,"A61","A72",4,"A92","A101",3,"A123",34,"A143","A152",1,"A173","bad","A191","A201",1
"640","A11",42,"A33","A43",4370,"A61","A74",3,"A93","A101",2,"A122",26,"A141","A152",2,"A173","bad","A192","A201",2
"641","A11",18,"A32","A46",750,"A61","A71",4,"A92","A101",1,"A121",27,"A143","A152",1,"A171","good","A191","A201",2
