"","study","time","id","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"2459","PATS",1,44,3,2,1,1,4,1,2,4,1,3,3,1,1,1,4,2,1,1,1,2
"2460","PATS",1,45,2,2,3,1,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2
"2461","PATS",1,46,1,2,3,3,2,3,3,1,4,2,2,4,4,2,2,1,3,1,1,1
"2462","PATS",1,47,4,4,1,1,4,2,2,2,2,1,3,1,1,1,1,3,2,1,2,2
"2463","PATS",1,48,2,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"2464","PATS",1,49,2,4,2,1,2,3,3,4,2,3,3,1,2,2,2,1,2,1,2,2
"2465","PATS",1,50,3,3,2,2,3,1,3,2,2,3,3,1,1,1,4,3,3,1,2,3
"2466","PATS",1,51,2,2,1,1,2,2,3,2,1,2,3,2,1,1,2,2,3,1,2,2
"2467","PATS",1,52,4,4,2,1,4,1,1,4,1,4,4,2,1,1,4,4,1,4,4,4
"2468","PATS",1,53,2,2,3,4,2,2,3,1,3,2,2,1,1,2,2,2,4,1,1,1
"2469","PATS",1,54,1,2,2,4,1,2,4,2,3,1,2,3,3,2,1,1,3,1,1,1
"2470","PATS",1,55,4,3,2,1,3,1,2,3,1,3,2,1,1,2,2,2,2,1,1,2
"2471","PATS",1,56,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3
"2472","PATS",1,57,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,3
"2473","PATS",1,58,3,3,2,2,3,1,2,4,2,3,3,2,2,1,3,3,2,2,3,3
"2474","PATS",1,59,3,3,1,1,3,1,2,1,3,3,4,1,1,1,3,4,1,1,2,3
"2475","PATS",1,60,3,2,3,2,1,1,2,3,2,2,3,2,1,2,1,2,2,3,2,3
"2476","PATS",1,61,2,3,3,1,2,2,3,1,4,3,1,3,3,3,2,2,2,1,2,3
"2477","PATS",1,62,4,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,3
"2478","PATS",1,63,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,3
"2479","PATS",1,64,3,2,1,1,3,1,1,3,1,3,2,1,1,1,3,3,1,1,1,2
"2480","PATS",1,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2481","PATS",1,66,4,3,2,2,3,2,2,3,1,2,2,1,1,1,3,1,3,1,1,2
"2482","PATS",1,67,3,2,1,3,3,2,2,2,2,3,3,1,1,1,2,2,2,1,2,2
"2483","PATS",1,68,2,1,3,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2
"2484","PATS",1,69,4,3,2,1,4,1,2,3,3,2,3,2,2,1,4,2,2,1,1,2
"2485","PATS",1,70,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1
"2486","PATS",1,71,3,4,3,1,3,2,3,1,2,3,3,2,2,2,2,2,3,2,1,2
"2487","PATS",1,72,4,4,1,1,4,2,2,3,2,4,4,1,1,1,3,4,2,1,2,3
"2488","PATS",1,73,4,4,1,1,4,1,2,1,1,3,4,1,1,1,4,3,1,1,1,3
"2489","PATS",1,74,2,2,2,1,2,2,2,1,1,2,4,1,1,1,2,2,2,1,2,1
"2490","PATS",1,75,4,3,1,1,4,1,1,3,1,4,2,1,1,1,4,3,1,1,2,4
"2491","PATS",1,76,3,3,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,2,3
"2492","PATS",1,77,3,4,2,1,3,1,1,2,1,4,4,1,1,2,4,4,1,1,3,3
"2493","PATS",1,78,4,4,1,1,3,1,1,2,1,3,2,1,1,1,4,3,1,1,2,3
"2494","PATS",1,79,3,2,1,1,3,1,1,3,1,3,2,1,1,1,3,3,1,1,2,3
"2495","PATS",1,80,3,2,2,1,2,1,3,2,1,3,2,1,1,1,2,2,2,1,1,2
"2496","PATS",1,81,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,3,1,1,2,2
"2497","PATS",1,82,4,4,1,1,4,1,1,4,1,4,3,1,1,1,3,3,1,1,4,4
"2498","PATS",1,83,2,1,3,1,1,1,3,1,2,1,1,2,3,3,2,1,2,1,1,1
"2499","PATS",1,84,2,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,3
"2500","PATS",1,85,1,1,4,4,1,4,4,1,3,1,1,3,3,4,1,1,4,4,1,1
"2501","PATS",1,86,4,4,1,1,3,1,1,4,1,3,4,1,1,1,4,3,1,1,3,3
"2502","PATS",1,87,4,4,1,1,4,1,2,2,1,3,4,1,1,1,3,3,1,1,1,3
"2503","PATS",1,88,2,2,2,2,2,2,4,3,3,2,2,2,2,1,2,2,1,1,2,2
"2504","PATS",1,89,1,2,4,1,1,2,3,1,1,1,2,1,1,4,1,1,2,4,1,2
"2505","PATS",1,90,2,2,2,1,1,3,4,2,4,2,2,3,2,1,2,2,4,3,1,2
"2506","PATS",1,91,3,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2
"2507","PATS",1,92,2,2,2,1,1,3,2,2,2,1,1,2,2,1,2,2,3,1,1,1
"2508","PATS",1,93,2,2,2,2,2,3,2,1,2,2,3,1,1,2,2,2,2,2,2,2
"2509","PATS",1,94,3,3,1,2,3,1,2,2,1,3,3,1,1,1,3,2,2,1,2,3
"2510","PATS",1,95,3,3,2,1,2,1,1,1,2,3,3,1,2,4,2,3,1,1,2,3
"2511","PATS",1,96,3,3,2,1,3,2,3,1,2,2,3,2,2,2,3,2,2,1,1,3
"2512","PATS",1,97,3,3,2,2,3,1,2,3,2,3,4,3,2,2,3,3,2,2,3,3
"2513","PATS",1,98,3,2,1,1,2,1,2,1,1,3,2,1,1,1,2,1,1,1,2,1
"2514","PATS",1,99,2,3,1,1,4,1,2,3,3,2,3,1,3,2,2,3,1,4,2,2
"2515","PATS",1,100,4,4,1,1,4,1,1,4,1,4,4,1,1,4,4,1,1,1,3,4
"2516","PATS",1,101,4,4,1,1,3,1,1,2,2,3,3,1,1,1,3,4,1,1,3,4
"2517","PATS",1,102,3,4,2,1,3,1,1,2,1,3,4,1,1,1,2,3,1,1,2,2
"2518","PATS",1,103,2,3,2,3,3,2,2,1,2,2,3,1,1,1,2,3,3,2,3,3
"2519","PATS",1,104,2,3,1,1,2,1,1,2,2,2,3,1,1,1,2,2,1,1,1,1
"2520","PATS",1,105,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"2521","PATS",1,106,3,3,1,1,3,1,1,3,1,2,3,1,1,1,3,2,1,1,2,2
"2522","PATS",1,107,3,3,2,1,2,1,2,3,2,3,3,2,1,1,3,3,2,1,2,2
"2523","PATS",1,108,3,3,2,1,3,2,1,3,2,3,4,2,2,1,3,3,1,1,2,2
"2524","PATS",1,109,2,2,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
"2525","PATS",1,110,2,2,3,4,2,4,4,2,2,2,2,3,2,1,2,2,4,1,1,2
"2526","PATS",1,111,4,2,1,1,3,1,1,2,1,2,2,1,1,1,3,3,1,1,1,2
"2527","PATS",1,112,3,4,1,1,3,2,1,2,1,3,3,1,1,1,3,3,2,1,2,4
"2528","PATS",1,113,3,2,1,1,4,2,4,2,2,3,2,2,2,1,3,2,2,1,2,3
"2529","PATS",1,114,3,3,1,1,3,1,2,2,2,3,2,1,1,1,3,2,3,1,2,2
"2530","PATS",1,115,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,4,1,1,2,3
"2531","PATS",1,116,3,3,1,1,3,1,1,3,1,2,3,1,1,1,3,1,1,1,1,2
"2532","PATS",1,117,4,3,1,1,3,1,1,2,1,3,3,1,1,1,4,4,1,1,2,4
"2533","PATS",1,118,4,4,1,1,4,1,1,3,1,4,3,1,1,1,4,4,2,1,2,4
"2534","PATS",1,119,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1
"2535","PATS",1,120,3,2,2,2,3,1,2,1,3,3,3,2,1,2,2,3,3,1,2,3
"2536","PATS",1,121,4,4,2,1,3,1,1,2,1,3,4,1,1,3,2,2,1,NA,NA,NA
"2537","PATS",1,122,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1
"2538","PATS",1,123,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"2539","PATS",1,124,2,3,4,2,2,3,4,1,3,1,3,2,3,3,1,2,3,2,2,1
"2540","PATS",1,125,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,2,4,1,1,1
"2541","PATS",1,126,1,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,3,1,1,1
"2542","PATS",1,127,2,3,2,1,3,1,2,2,1,3,2,1,1,2,3,2,1,1,2,3
"2543","PATS",1,128,4,2,1,1,2,1,3,3,4,2,1,2,3,2,2,1,2,4,2,2
"2544","PATS",1,129,2,2,3,2,1,2,4,2,4,2,3,2,2,3,1,2,4,2,3,2
"2545","PATS",1,130,2,3,3,3,2,2,4,2,3,2,3,3,2,2,1,1,2,2,1,1
"2546","PATS",1,131,2,2,1,3,2,2,4,1,2,2,2,4,1,1,2,2,4,1,1,2
"2547","PATS",1,132,2,2,1,1,2,1,3,1,1,2,2,1,1,1,2,1,3,1,1,1
"2548","RAFT",1,1,4,3,1,1,4,1,1,3,1,4,3,1,1,1,4,4,1,1,2,3
"2549","RAFT",1,2,4,4,1,1,3,1,1,2,1,3,3,1,1,1,4,3,2,1,2,3
"2550","RAFT",1,3,2,3,2,1,3,2,2,1,3,2,2,1,1,1,2,2,2,1,2,3
"2551","RAFT",1,4,4,3,1,2,3,1,3,2,2,3,2,1,1,1,3,3,1,1,2,3
"2552","RAFT",1,5,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"2553","RAFT",1,6,2,2,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"2554","RAFT",1,7,3,4,1,1,3,1,1,2,1,2,2,1,1,1,2,3,1,1,1,1
"2555","RAFT",1,8,3,3,1,1,3,1,1,2,1,2,3,1,1,2,3,3,1,1,3,3
"2556","RAFT",1,9,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,3,4
"2557","RAFT",1,10,2,2,1,1,2,2,1,3,1,2,2,1,1,1,3,2,1,1,1,1
"2558","RAFT",1,11,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1
"2559","RAFT",1,12,3,3,2,2,3,2,2,3,3,3,3,1,1,1,2,2,3,2,3,3
"2560","RAFT",1,13,3,3,2,2,2,2,3,3,2,3,2,1,1,1,3,2,3,1,1,2
"2561","RAFT",1,14,2,3,1,1,2,3,1,2,3,2,1,1,2,1,2,2,1,1,1,2
"2562","RAFT",1,15,4,2,1,1,3,2,1,1,1,3,2,1,1,1,3,1,1,1,1,2
"2563","RAFT",1,16,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1
"2564","RAFT",1,17,3,3,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"2565","RAFT",1,18,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1
"2566","RAFT",1,19,3,3,2,1,3,2,2,3,3,3,3,2,2,1,3,3,2,1,3,3
"2567","RAFT",1,20,2,3,2,1,2,1,1,3,2,3,2,2,2,2,2,3,1,2,3,2
"2568","RAFT",1,21,2,2,2,1,2,1,1,1,1,1,1,3,3,2,2,2,1,2,1,3
"2569","RAFT",1,22,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,3,1,1,2,3
"2570","RAFT",1,23,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,3
"2571","RAFT",1,24,2,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2
"2572","RAFT",1,25,3,2,2,1,2,1,2,3,2,4,3,2,1,1,3,3,2,1,1,2
"2573","RAFT",1,26,3,2,2,1,3,1,1,1,1,2,2,2,3,3,2,2,2,1,1,2
"2574","RAFT",1,27,4,4,1,1,4,1,1,4,1,4,3,1,1,1,4,4,1,1,2,4
"2575","RAFT",1,28,3,3,1,1,3,1,2,2,1,2,3,1,1,1,3,4,2,1,2,3
"2576","RAFT",1,29,2,4,1,1,4,1,1,2,2,2,4,1,1,1,3,4,1,1,2,2
"2577","RAFT",1,30,3,3,1,1,3,1,1,3,2,3,3,1,1,1,3,3,1,1,2,3
"2578","RAFT",1,31,2,3,2,1,2,1,2,1,3,3,2,1,2,2,2,3,2,1,2,2
"2579","RAFT",1,32,4,3,2,1,4,1,2,2,3,4,3,2,1,2,4,4,2,2,3,3
"2580","RAFT",1,33,2,3,1,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581","RAFT",1,34,4,3,1,1,4,2,1,2,1,2,3,1,1,1,4,2,1,1,2,2
"2582","RAFT",1,35,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1
"2583","RAFT",1,36,2,3,3,1,2,3,1,2,2,2,4,1,1,1,3,3,1,1,1,3
"2584","RAFT",1,37,2,3,3,3,3,3,3,3,3,3,2,3,2,2,NA,3,3,3,2,2
"2585","RAFT",1,38,3,3,1,2,3,3,4,2,1,4,3,1,1,2,4,2,4,1,2,3
"2586","RAFT",1,39,4,3,1,1,3,2,1,2,1,3,3,1,1,1,3,2,1,1,1,2
"2587","RAFT",1,40,3,3,2,1,4,1,2,3,2,3,3,2,2,2,3,4,2,1,1,3
"2588","RIM",1,1,2,1,2,1,2,1,1,2,3,1,2,1,3,3,1,2,2,2,2,2
"2589","RIM",1,2,2,4,1,1,3,1,1,2,1,3,4,1,1,1,2,4,1,1,1,3
"2590","RIM",1,3,2,2,3,4,2,2,4,2,2,2,1,2,1,1,2,2,2,2,1,2
"2591","RIM",1,4,2,2,2,2,2,2,1,3,2,3,3,2,2,3,2,2,2,2,2,2
"2592","RIM",1,5,2,3,3,2,2,2,3,2,3,3,4,2,1,2,2,3,2,2,3,2
"2593","RIM",1,6,4,4,1,1,4,1,1,2,1,3,4,1,1,1,4,4,1,1,2,4
"2594","RIM",1,7,2,3,2,1,2,1,1,2,1,3,3,2,1,1,3,3,1,1,1,3
"2595","RIM",1,8,2,2,3,2,1,3,4,1,3,2,2,3,2,2,1,1,3,3,1,1
"2596","RIM",1,9,2,3,2,1,2,1,1,3,2,2,3,2,2,4,2,2,1,3,2,2
"2597","RIM",1,10,3,3,1,2,3,1,1,1,4,3,3,1,2,3,2,3,1,3,3,4
"2598","RIM",1,11,1,1,4,1,2,3,4,1,3,1,4,3,3,3,1,1,3,2,2,1
"2599","RIM",1,12,1,1,4,2,1,4,4,3,3,1,4,4,2,4,1,1,4,3,1,1
"2600","RIM",1,13,2,4,3,1,2,1,1,2,3,2,4,3,4,2,1,2,1,1,3,2
"2601","RIM",1,14,2,1,3,3,2,2,3,2,4,3,2,2,3,3,2,2,4,2,1,2
"2602","RIM",1,15,1,2,2,1,2,2,2,4,4,2,3,2,4,4,2,3,2,4,1,2
"2603","RIM",1,16,2,2,3,1,2,1,1,2,3,2,2,2,3,3,2,3,1,4,4,3
"2604","RIM",1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605","RIM",1,18,3,2,2,1,2,1,2,2,2,2,3,2,1,1,2,2,2,1,2,2
"2606","RIM",1,19,2,2,1,1,3,1,1,2,1,2,3,2,2,2,2,3,1,1,1,2
"2607","RIM",1,20,2,4,2,1,2,1,1,2,2,4,3,2,2,4,2,4,1,2,3,4
"2608","RIM",1,21,3,4,2,2,3,2,2,2,2,3,4,2,1,1,3,4,2,1,2,3
"2609","RIM",1,22,2,3,3,1,2,1,1,2,1,4,3,3,3,3,2,4,1,2,2,2
"2610","RIM",1,23,3,3,1,1,3,1,3,3,2,4,4,1,1,2,4,4,2,2,4,4
"2611","RIM",1,24,3,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"2612","RIM",1,25,3,3,1,1,3,1,2,1,1,3,2,1,3,2,2,2,2,1,1,2
"2613","RIM",1,26,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2
"2614","RIM",1,27,4,4,3,1,4,1,1,4,1,4,4,1,1,1,4,4,2,1,1,4
"2615","RIM",1,28,2,3,1,1,3,1,4,2,3,3,2,3,3,1,2,2,1,3,3,3
"2616","RIM",1,29,2,2,2,1,2,1,2,2,3,3,2,2,1,2,2,3,2,1,2,3
"2617","RIM",1,30,4,2,2,1,4,2,1,1,3,2,2,1,1,4,2,1,1,2,1,2
"2618","RIM",1,31,3,3,2,1,3,1,2,2,3,3,4,1,3,2,2,3,1,2,2,3
"2619","RIM",1,32,4,3,1,1,3,2,2,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"2620","RIM",1,33,2,4,2,1,2,1,1,1,3,2,3,2,2,1,2,4,1,1,3,4
"2621","RIM",1,34,4,4,2,1,4,1,2,4,1,4,3,1,1,1,4,4,2,1,3,4
"2622","RIM",1,35,4,4,1,1,4,1,1,1,1,4,4,1,1,1,3,4,1,1,3,4
"2623","RIM",1,36,2,4,2,1,4,1,1,3,1,4,4,1,2,1,2,4,1,1,4,4
"2624","RIM",1,37,3,2,2,1,3,1,3,2,2,2,3,2,1,2,2,2,3,1,1,2
"2625","RIM",1,38,2,2,1,3,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1
"2626","RIM",1,39,2,4,1,1,4,1,1,3,2,3,4,1,3,1,2,4,1,2,3,4
"2627","RIM",1,40,2,4,2,1,2,1,3,1,2,2,3,3,1,1,2,2,3,1,1,2
"2628","RIM",1,41,3,3,1,1,3,1,1,2,1,3,3,1,1,1,2,3,1,1,2,2
"2629","RIM",1,42,3,2,3,1,2,1,1,2,3,2,3,3,3,3,2,3,3,3,2,3
"2630","RIM",1,43,1,2,4,1,1,2,1,1,4,1,2,1,4,4,1,1,1,1,1,1
"2631","RIM",1,44,3,4,2,1,2,1,2,3,2,3,4,1,2,1,3,2,1,2,3,4
"2632","RIM",1,45,2,3,3,1,2,1,1,2,3,2,3,2,3,3,2,NA,1,NA,2,2
"2633","RIM",1,46,3,3,1,1,3,1,1,2,2,2,3,1,1,1,2,3,1,1,2,4
"2634","RIM",1,47,4,4,1,1,4,1,2,2,1,4,4,1,1,1,4,3,1,1,2,3
"2635","RIM",1,48,2,2,3,1,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1
"2636","RIM",1,49,1,2,3,1,2,1,2,2,3,2,2,3,3,2,1,2,2,3,1,2
"2637","RIM",1,50,2,2,3,2,3,1,2,3,2,3,3,2,3,2,3,3,2,3,2,3
"2638","RIM",1,51,2,3,3,1,3,1,1,3,4,1,4,1,4,3,2,4,1,3,4,2
"2639","RIM",1,52,3,4,1,1,2,1,1,2,2,3,2,1,1,1,2,3,2,1,2,3
"2640","RIM",1,53,2,2,1,1,3,1,1,2,1,3,3,1,2,1,3,4,1,3,3,4
"2641","RIM",1,54,2,3,2,1,3,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2
"2642","RIM",1,55,2,4,1,1,2,1,1,3,3,4,4,3,3,3,1,3,1,2,1,1
"2643","RIM",1,56,2,1,3,1,1,1,1,1,3,2,2,2,3,2,1,1,2,2,1,1
"2644","RIM",1,57,2,2,4,4,1,4,4,1,4,2,3,4,4,4,1,3,4,4,2,1
"2645","RIM",1,58,2,3,2,1,1,1,1,2,2,2,3,1,2,2,1,2,1,1,2,2
"2646","RIM",1,59,3,3,2,1,2,1,2,2,2,3,4,2,2,2,3,3,2,2,2,3
"2647","RIM",1,60,2,2,2,1,3,1,1,2,1,3,4,1,3,2,2,3,1,2,3,3
"2648","RIM",1,61,3,4,2,1,4,2,2,3,2,4,3,2,2,2,4,4,2,1,2,3
"2649","RIM",1,62,2,3,3,2,2,2,1,1,2,2,3,3,2,1,3,2,2,2,2,3
"2650","RIM",1,63,4,4,1,1,4,1,1,2,1,2,2,1,1,1,3,2,1,1,1,1
"2651","RIM",1,64,3,2,1,1,3,1,2,1,1,2,2,1,1,1,3,2,1,1,2,2
"2652","RIM",1,65,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1
"2653","RIM",1,66,3,4,2,1,3,1,1,3,1,3,3,2,1,2,3,3,1,3,3,4
"2654","RIM",1,67,3,3,1,1,4,1,1,4,2,3,3,1,1,1,4,3,1,1,2,2
"2655","RIM",1,68,4,3,1,1,4,1,1,1,1,3,3,1,1,1,4,3,1,1,2,2
"2656","RIM",1,69,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,1,2
"2657","RIM",1,70,3,3,2,1,2,1,2,2,1,2,3,1,1,1,3,3,2,1,2,2
"2658","RIM",1,71,4,4,1,1,4,1,1,2,1,4,4,1,1,1,4,4,1,2,2,4
"2659","RIM",1,72,3,4,1,1,3,1,1,2,1,2,4,1,1,1,3,2,1,1,1,2
"2660","RIM",1,73,2,3,1,1,3,1,2,2,2,2,3,1,1,1,2,2,2,1,2,3
"2661","RIM",1,74,3,2,1,1,3,4,4,2,1,2,2,1,1,4,1,2,3,1,1,2
"2662","RIM",1,75,3,4,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"2663","RIM",1,76,2,2,3,3,2,2,3,1,2,2,2,1,2,2,2,2,3,2,2,2
"2664","RIM",1,77,1,2,4,3,1,2,3,1,4,1,2,4,4,4,1,1,3,4,2,1
"2665","RIM",1,78,2,2,2,1,2,1,1,1,1,2,3,1,1,2,2,2,1,1,2,2
"2666","RIM",1,79,3,3,1,1,2,1,2,1,3,3,3,1,1,2,2,3,2,1,3,3
"2667","RIM",1,80,2,2,4,3,2,4,4,1,4,1,3,4,4,4,2,2,4,4,1,2
"2668","RIM",1,81,2,2,1,2,2,1,3,1,2,2,2,3,1,1,2,2,3,1,1,1
"2669","RIM",1,82,3,4,1,1,3,1,1,3,3,4,4,1,1,2,4,4,1,1,3,4
"2670","RIM",1,83,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,4,1,1,2,4
"2671","RIM",1,84,4,4,1,1,4,1,1,4,1,4,4,1,1,3,3,4,1,1,4,4
"2672","RIM",1,85,2,3,2,1,2,1,2,2,2,3,3,2,3,3,1,3,1,3,4,4
"2673","RIM",1,86,2,3,1,1,2,1,1,2,1,3,1,1,3,3,2,3,1,1,3,3
"2674","RIM",1,87,4,4,1,1,4,1,1,3,1,3,3,1,1,1,4,4,1,1,3,4
"2675","RIM",1,88,4,4,1,1,4,1,1,2,1,3,3,1,4,4,2,3,1,3,3,3
"2676","RIM",1,89,4,4,1,1,4,1,1,4,1,4,3,1,1,1,4,4,1,1,4,4
"2677","RIM",1,90,3,3,1,1,4,2,2,2,3,4,3,1,2,2,4,4,1,1,2,3
"2678","RIM",1,91,4,4,1,1,3,1,1,3,1,4,4,1,1,1,3,3,2,1,3,4
"2679","RIM",1,92,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,1,2
"2680","RIM",1,93,3,4,2,1,3,2,2,1,2,3,4,1,3,3,2,2,2,2,1,2
"2681","RIM",1,94,2,3,2,1,2,1,1,2,2,2,3,1,2,3,2,3,1,3,1,2
"2682","RIM",1,95,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,3,1,1,1,3
"2683","RIM",1,96,3,3,2,2,3,1,2,2,2,3,2,1,1,1,3,2,3,1,2,2
"2684","RIM",1,97,2,3,2,1,2,1,3,2,3,2,3,2,4,3,1,3,4,2,2,3
"2685","RIM",1,98,3,3,2,1,2,1,2,4,3,4,3,1,2,2,2,3,2,2,1,3
"2686","RIM",1,99,4,3,1,1,3,1,1,4,1,2,3,1,1,1,3,2,1,1,2,3
"2687","RIM",1,100,4,3,2,1,3,1,2,1,1,3,4,1,1,1,4,4,2,1,2,3
"2688","RIM",1,101,3,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1
"2689","RIM",1,102,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2
"2690","RIM",1,103,3,3,1,1,3,1,1,2,2,3,3,2,2,2,3,3,1,1,2,3
"2691","RIM",1,104,3,4,1,1,3,1,1,3,1,3,4,1,2,1,3,3,1,1,3,3
"2692","RIM",1,105,3,3,1,1,2,1,1,2,1,3,3,1,1,1,3,3,1,1,1,3
"2693","RIM",1,106,4,4,1,2,4,1,2,2,2,4,4,1,1,2,4,4,2,1,3,4
"2694","RIM",1,107,3,3,1,1,4,1,1,3,1,3,3,1,1,1,4,3,1,1,2,4
"2695","RIM",1,108,3,4,1,1,3,1,2,2,1,3,4,1,1,1,3,3,1,1,2,2
"2696","RIM",1,109,4,3,2,2,3,1,1,2,1,3,3,2,2,1,3,3,1,1,1,2
"2697","RIM",1,110,2,3,3,1,2,1,2,4,4,2,4,3,4,4,1,3,2,3,2,2
"2698","RIM",1,111,2,2,1,1,2,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"2699","RIM",1,112,2,4,1,1,2,1,1,2,1,3,4,1,1,2,2,3,1,1,3,4
"2700","RIM",1,113,2,3,2,1,2,1,3,1,2,2,4,1,2,1,2,1,2,1,1,2
"2701","RIM",1,114,3,3,1,1,2,1,1,3,1,2,4,1,1,1,4,3,1,1,2,3
"2702","RIM",1,115,2,2,2,3,2,2,4,1,2,2,3,2,1,1,3,3,3,1,2,2
"2703","RIM",1,116,4,4,1,1,4,1,1,4,2,4,4,1,1,1,4,4,2,1,4,4
"2704","RIM",1,117,1,3,1,1,3,1,2,1,3,1,3,2,4,2,2,2,1,1,2,2
"2705","RIM",1,118,4,4,1,1,3,1,1,1,1,3,3,1,1,1,3,2,1,1,1,2
"2706","RIM",1,119,2,2,2,2,2,1,3,2,1,1,2,1,1,1,2,1,2,1,1,1
"2707","RIM",1,120,4,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,2,4
"2708","RIM",1,121,3,3,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,1,2,3
"2709","RIM",1,123,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2
"2710","RIM",1,124,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"2711","RIM",1,125,3,3,1,1,3,1,1,2,1,3,3,2,1,1,3,3,1,1,2,3
"2712","RIM",1,126,2,3,1,1,2,1,1,3,1,3,4,1,2,2,2,4,1,2,4,4
"2713","RIM",1,127,3,3,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2
"2714","RIM",1,128,2,2,2,1,2,1,1,4,1,2,3,2,2,2,2,3,1,1,3,3
"2715","RIM",1,129,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"2716","RIM",1,130,3,3,1,1,3,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2
"2717","RIM",1,131,2,2,3,2,1,3,2,2,3,2,2,4,4,2,1,2,2,3,2,2
"2718","RIM",1,132,2,2,1,1,3,1,1,1,2,3,3,1,1,2,2,2,1,1,1,1
"2719","RIM",1,133,3,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2
"2720","RIM",1,134,3,3,1,1,3,1,2,2,1,2,2,1,1,1,3,4,1,1,1,3
"2721","RIM",1,135,4,4,2,2,4,2,2,3,1,3,4,1,1,1,3,2,1,1,3,3
"2722","RIM",1,136,2,2,1,1,3,1,1,3,2,4,4,1,2,2,3,4,1,1,3,4
"2723","RIM",1,137,2,2,2,1,2,1,1,2,3,3,3,3,3,3,2,3,2,3,NA,2
