"","id","time","study","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"212",32,2,"MAPS",1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2
"213",42,2,"MAPS",1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2
"214",77,2,"MAPS",1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1
"215",33,2,"MAPS",2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2
"216",8,2,"MAPS",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1
"217",35,2,"MAPS",2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2
"218",152,2,"MAPS",2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
"219",55,2,"MAPS",1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1
"220",16,2,"MAPS",2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1
"221",108,2,"MAPS",2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"222",6,2,"MAPS",1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1
"223",84,2,"MAPS",1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1
"224",145,2,"MAPS",1,1,1,1,2,1,2,1,1,2,1,1,1,1,NA,1,2,NA,1,1,1,NA,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,NA,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2
"225",88,2,"MAPS",1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2
"226",27,2,"MAPS",2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"227",144,2,"MAPS",1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"228",23,2,"MAPS",1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1
"229",1,2,"MAPS",1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"230",114,2,"MAPS",2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2
"231",21,2,"MAPS",1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"232",128,2,"MAPS",1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,NA,1,2,2,1,2,2,NA,2,1,1,1,2,2,1,2,1,2,2,2,2,2
"233",83,2,"MAPS",1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2
"234",44,2,"MAPS",1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2
"235",60,2,"MAPS",1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2
"236",54,2,"MAPS",1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2
"237",69,2,"MAPS",1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2
"238",7,2,"MAPS",1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2
"239",58,2,"MAPS",1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"240",150,2,"MAPS",1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,2
"241",110,2,"MAPS",1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
"242",40,2,"MAPS",1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2
"243",43,2,"MAPS",1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1
"244",91,2,"MAPS",2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
"245",4,2,"MAPS",1,1,1,1,1,2,1,1,1,2,1,1,NA,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2
"246",107,2,"MAPS",2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2
"247",41,2,"MAPS",1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2
"248",117,2,"MAPS",1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2
"249",95,2,"MAPS",2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2
"250",2,2,"MAPS",1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1
"251",106,2,"MAPS",1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2
"252",45,2,"MAPS",2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2
"253",65,2,"MAPS",2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"254",10,2,"MAPS",1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2
"255",82,2,"MAPS",1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2
"256",148,2,"MAPS",1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1
"257",120,2,"MAPS",2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2
"258",46,2,"MAPS",1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2
"259",9,2,"MAPS",2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2
"260",13,2,"MAPS",1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
"261",25,2,"MAPS",1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"262",3,2,"MAPS",1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,NA,2,1,1,2,2,1,2,2,1,2,1,2
"263",99,2,"MAPS",1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2
"264",71,2,"MAPS",1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1
"265",73,2,"MAPS",1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2
"266",20,2,"MAPS",1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2
"267",53,2,"MAPS",2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2
"268",67,2,"MAPS",2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1
"269",75,2,"MAPS",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1
"270",97,2,"MAPS",1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"271",90,2,"MAPS",1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,NA,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1
"272",87,2,"MAPS",2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2
"273",133,2,"MAPS",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,NA,2,2,2,2,2,1
"274",98,2,"MAPS",1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1
"275",72,2,"MAPS",2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2
"276",118,2,"MAPS",1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2
"277",78,2,"MAPS",1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2
"278",101,2,"MAPS",1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2
"279",154,2,"MAPS",1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2
"280",59,2,"MAPS",1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"281",36,2,"MAPS",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2
"282",64,2,"MAPS",2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2
"283",57,2,"MAPS",1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
"284",113,2,"MAPS",1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"285",37,2,"MAPS",1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2
"286",149,2,"MAPS",NA,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,NA,2,1,2,2,1,1,2,1,NA,2,2,1,NA,1,1,NA,2,2,2,1,NA,1,2
"287",38,2,"MAPS",2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2
"288",66,2,"MAPS",1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1
"289",47,2,"MAPS",1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1
"290",11,2,"MAPS",2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2
"291",62,2,"MAPS",2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"292",126,2,"MAPS",1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2
"293",70,2,"MAPS",1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,NA,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2
"294",76,2,"MAPS",1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2
"295",100,2,"MAPS",NA,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"296",160,2,"MAPS",1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,2
"297",68,2,"MAPS",1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"298",29,2,"MAPS",1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2
"299",1,1,"XRAY",2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2
"300",22,1,"XRAY",2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2
"301",18,1,"XRAY",1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2
"302",13,1,"XRAY",1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2
"303",5,1,"XRAY",1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2
"304",16,1,"XRAY",1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2
"305",30,1,"XRAY",1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2
"306",31,1,"XRAY",1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1
"307",10,1,"XRAY",1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2
"308",14,1,"XRAY",1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2
"309",3,1,"XRAY",2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"310",11,1,"XRAY",2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"311",29,1,"XRAY",2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2
"312",26,1,"XRAY",1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2
"313",25,1,"XRAY",1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2
"314",19,1,"XRAY",1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1
"315",24,1,"XRAY",1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2
"316",20,1,"XRAY",2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2
"317",12,1,"XRAY",2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"318",28,1,"XRAY",1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2
"319",9,1,"XRAY",1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2
