"","study","time","id","pleasant","nervous","not.satisfied","wish.happy","failure","rested","calm","difficulties","worry","happy","disturbing.thoughts","lack.self.confidence","secure","decisive","inadequate","content","thoughts.bother","disappointments","steady","tension"
"1525","PATS","1",67,3,3,2,2,2,2,3,2,2,3,3,2,3,3,2,3,1,2,4,1
"1526","PATS","1",68,4,2,1,2,2,2,4,2,2,3,2,3,2,3,2,4,1,1,3,2
"1527","PATS","1",69,4,3,2,1,1,3,4,3,3,4,3,2,4,1,2,4,3,4,2,3
"1528","PATS","1",70,3,2,1,2,2,2,3,2,3,3,3,2,2,2,1,3,2,1,2,1
"1529","PATS","1",71,3,2,1,2,1,2,3,1,2,3,2,1,4,2,2,3,2,2,4,1
"1530","PATS","1",72,3,2,1,2,2,2,3,2,3,3,3,2,3,2,2,3,1,2,4,2
"1531","PATS","1",73,4,2,2,2,2,2,3,2,3,3,2,2,3,3,2,3,2,1,4,2
"1532","PATS","1",74,3,2,2,2,1,2,3,1,1,2,1,1,2,1,2,2,2,2,3,1
"1533","PATS","1",75,3,2,2,1,2,2,1,2,2,3,2,2,3,3,1,2,4,2,3,3
"1534","PATS","1",76,3,2,2,2,2,2,3,3,4,3,2,2,2,3,2,2,4,3,2,2
"1535","PATS","1",77,4,1,1,2,1,2,4,1,2,4,1,1,4,2,2,4,2,1,3,1
"1536","PATS","1",78,3,2,2,2,1,3,4,2,2,3,2,2,4,2,2,4,1,1,4,2
"1537","PATS","1",79,3,2,2,2,1,3,2,2,2,4,2,2,3,2,2,4,2,1,3,1
"1538","PATS","1",80,2,2,2,3,3,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3
"1539","PATS","1",81,3,1,1,1,1,3,3,1,2,4,2,1,3,1,1,3,1,2,4,1
"1540","PATS","1",82,3,2,1,1,1,3,4,2,1,4,1,2,3,1,1,4,1,1,4,1
"1541","PATS","1",83,3,2,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,3,2
"1542","PATS","1",84,3,1,2,1,1,3,3,1,1,3,1,1,4,1,1,3,1,1,3,1
"1543","PATS","1",85,3,4,2,3,2,1,2,3,3,3,2,2,3,3,3,3,3,3,2,3
"1544","PATS","1",86,4,1,1,1,1,3,3,1,1,4,1,1,4,1,1,3,2,1,3,2
"1545","PATS","1",87,3,2,2,1,1,3,2,2,1,3,2,1,3,2,2,3,2,1,2,2
"1546","PATS","1",88,2,2,2,2,1,2,2,2,3,3,3,2,2,1,2,2,3,2,3,3
"1547","PATS","1",89,3,3,1,1,1,1,3,3,2,4,1,1,3,1,1,3,1,1,3,1
"1548","PATS","1",90,2,3,3,4,3,2,2,3,2,2,4,2,2,2,3,2,4,4,2,4
"1549","PATS","1",91,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,3,3,2,2
"1550","PATS","1",92,3,1,2,1,1,2,3,2,2,4,4,1,2,2,1,4,2,1,4,2
"1551","PATS","1",93,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,4,2,2
"1552","PATS","1",94,2,2,2,3,2,2,3,4,2,3,2,1,4,2,2,2,4,2,2,2
"1553","PATS","1",95,3,2,1,1,2,3,3,2,4,3,3,2,3,3,2,3,3,4,3,2
"1554","PATS","1",96,3,2,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,2,3,3
"1555","PATS","1",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556","PATS","1",98,2,2,1,1,1,2,3,3,2,2,3,1,3,2,2,2,1,1,2,2
"1557","PATS","1",99,2,2,2,3,2,3,2,2,4,3,4,2,2,3,1,3,3,2,3,3
"1558","PATS","1",100,4,2,2,1,1,3,2,1,1,4,2,1,4,1,1,4,2,1,3,1
"1559","PATS","1",101,3,3,2,2,1,2,4,2,1,3,1,1,3,2,1,3,2,1,3,2
"1560","PATS","1",102,3,2,1,3,1,1,3,1,2,3,3,2,3,2,1,3,1,1,3,1
"1561","PATS","1",103,2,2,2,3,4,2,3,3,3,2,3,2,3,3,2,3,3,3,4,3
"1562","PATS","1",104,3,2,2,3,2,2,3,2,3,3,1,1,4,1,2,3,2,2,4,2
"1563","PATS","1",105,4,1,1,1,1,4,4,1,2,4,2,1,4,1,1,4,1,1,4,1
"1564","PATS","1",106,3,1,1,1,1,3,3,1,2,4,1,1,4,3,1,4,1,1,4,1
"1565","PATS","1",107,3,2,2,2,1,3,3,2,2,3,2,2,3,1,1,3,2,2,3,2
"1566","PATS","1",108,4,3,1,1,2,1,2,3,2,4,2,1,4,2,1,2,2,1,3,1
"1567","PATS","1",109,3,2,2,2,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2
"1568","PATS","1",110,3,2,2,2,1,3,3,2,2,3,2,2,3,1,2,3,2,3,3,3
"1569","PATS","1",111,3,1,1,1,1,3,3,1,1,3,1,1,3,2,1,3,2,2,3,1
"1570","PATS","1",112,4,2,1,2,2,2,4,2,2,4,2,1,4,3,1,4,2,2,4,2
"1571","PATS","1",113,4,2,1,2,1,2,4,2,1,4,2,1,4,3,2,4,2,2,3,1
"1572","PATS","1",114,4,2,2,2,1,2,3,2,2,4,4,1,3,2,1,3,1,2,2,1
"1573","PATS","1",115,3,2,1,2,1,2,3,1,2,1,1,1,3,2,2,3,1,2,3,1
"1574","PATS","1",116,2,2,1,3,2,2,3,1,4,3,3,1,4,1,3,3,4,2,3,2
"1575","PATS","1",117,4,3,2,1,2,3,3,2,2,4,2,1,4,3,1,4,2,1,4,2
"1576","PATS","1",118,4,2,1,1,1,3,4,1,2,4,1,1,3,3,1,4,3,1,4,1
"1577","PATS","1",119,3,2,1,3,2,3,2,2,3,2,2,3,2,2,2,3,1,1,2,1
"1578","PATS","1",120,4,2,2,1,2,3,3,2,3,4,3,2,3,4,2,3,3,2,2,3
"1579","PATS","1",121,4,2,2,2,3,2,4,1,2,3,2,1,3,2,2,3,1,1,4,1
"1580","PATS","1",122,3,2,1,2,2,2,3,2,2,3,3,1,3,2,1,3,2,2,3,2
"1581","PATS","1",123,2,1,2,2,1,2,2,2,1,2,2,1,3,2,1,2,3,2,1,1
"1582","PATS","1",124,3,3,2,2,3,2,2,2,2,3,3,2,3,1,2,3,3,2,2,2
"1583","PATS","1",125,1,4,1,1,1,1,1,1,1,1,2,1,4,1,2,2,1,1,2,1
"1584","PATS","1",126,2,2,2,3,4,2,2,3,2,2,2,3,2,3,1,2,2,2,3,3
"1585","PATS","1",127,3,2,1,1,2,3,3,2,3,3,2,2,4,2,1,3,2,1,4,2
"1586","PATS","1",128,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,3
"1587","PATS","1",129,3,2,2,2,3,3,2,3,2,3,1,2,2,1,2,1,1,1,1,2
"1588","PATS","1",130,3,1,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,1,2,2
"1589","PATS","1",131,2,3,2,1,2,2,2,2,2,4,2,1,2,4,2,4,3,2,2,3
"1590","PATS","1",132,3,2,2,1,1,2,3,1,1,3,2,1,4,2,2,3,1,2,4,1
"1591","RAFT","1",1,3,2,1,1,1,2,4,1,1,4,1,1,4,2,1,4,2,1,3,2
"1592","RAFT","1",2,4,2,1,2,1,2,4,2,1,3,2,1,4,2,1,3,2,1,4,1
"1593","RAFT","1",3,3,2,1,1,2,2,4,3,3,4,2,2,3,4,1,4,2,2,3,2
"1594","RAFT","1",4,3,3,1,2,2,1,3,3,2,4,1,2,4,2,2,3,1,2,3,3
"1595","RAFT","1",5,2,2,1,2,1,2,4,1,1,2,2,1,3,3,2,2,2,1,3,2
"1596","RAFT","1",6,4,2,1,2,2,3,3,1,2,3,4,2,3,3,2,3,2,3,4,1
"1597","RAFT","1",7,3,3,2,2,1,3,4,3,2,3,1,2,4,2,2,4,1,1,3,1
"1598","RAFT","1",8,3,2,2,2,2,3,3,2,3,3,2,2,3,3,2,3,2,2,3,1
"1599","RAFT","1",9,4,2,2,1,1,3,3,1,2,4,2,1,4,2,2,4,2,2,3,2
"1600","RAFT","1",10,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,2,1,2,2
"1601","RAFT","1",11,3,2,1,1,1,2,2,2,2,2,1,1,3,2,1,3,2,2,2,2
"1602","RAFT","1",12,3,3,2,2,2,2,3,1,2,3,2,2,3,3,2,3,2,2,3,1
"1603","RAFT","1",13,3,2,1,2,2,3,2,2,3,2,2,2,3,1,2,3,1,2,2,2
"1604","RAFT","1",14,2,2,1,2,1,3,3,2,1,2,3,3,3,1,2,3,1,1,4,3
"1605","RAFT","1",15,2,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2
"1606","RAFT","1",16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1607","RAFT","1",17,3,2,1,1,2,3,3,2,3,3,3,2,3,2,2,3,3,3,3,2
"1608","RAFT","1",18,2,2,1,1,1,1,3,2,2,2,2,1,1,1,2,2,2,1,4,2
"1609","RAFT","1",19,3,2,1,1,2,2,2,2,2,3,2,1,3,4,2,3,2,1,3,2
"1610","RAFT","1",20,3,2,1,2,2,2,2,2,2,3,2,2,3,2,1,3,2,2,3,2
"1611","RAFT","1",21,3,2,1,2,2,3,4,2,1,4,2,2,4,2,1,4,2,1,2,3
"1612","RAFT","1",22,3,2,1,1,1,2,2,2,1,3,2,1,3,1,2,4,1,1,4,1
"1613","RAFT","1",23,3,2,1,2,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2
"1614","RAFT","1",24,2,3,2,2,2,1,2,3,4,3,4,3,1,2,2,2,3,4,3,3
"1615","RAFT","1",25,3,2,2,3,2,1,3,2,4,3,4,2,3,1,2,3,2,3,2,2
"1616","RAFT","1",26,3,2,2,1,2,1,3,3,4,3,2,1,2,2,2,2,3,1,3,2
"1617","RAFT","1",27,4,2,1,1,2,3,3,1,2,3,2,2,3,4,1,4,2,1,3,1
"1618","RAFT","1",28,3,2,1,2,1,2,3,2,2,4,2,1,4,2,1,4,2,2,3,2
"1619","RAFT","1",29,3,2,1,1,1,2,3,2,2,3,1,1,3,2,1,4,2,3,3,2
"1620","RAFT","1",30,3,1,1,1,2,3,3,2,2,4,1,2,3,2,1,4,1,1,3,1
"1621","RAFT","1",31,4,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2
"1622","RAFT","1",32,3,2,2,1,1,2,4,1,2,3,2,2,3,2,2,4,1,2,4,3
"1623","RAFT","1",33,2,1,1,3,2,2,2,2,1,3,3,2,3,2,2,3,1,2,NA,2
"1624","RAFT","1",34,3,2,1,1,1,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2
"1625","RAFT","1",35,3,2,1,2,1,2,3,1,1,3,2,2,2,1,1,3,1,1,2,1
"1626","RAFT","1",36,3,2,2,2,1,3,4,1,1,4,2,2,4,1,1,4,1,1,4,1
"1627","RAFT","1",37,3,2,1,2,3,2,2,3,2,3,3,4,4,4,3,NA,2,4,4,2
"1628","RAFT","1",38,3,2,2,2,2,3,2,1,4,3,2,2,2,2,2,3,4,2,3,2
"1629","RAFT","1",39,4,2,2,1,1,3,3,2,1,4,1,1,3,2,2,3,1,1,3,2
"1630","RAFT","1",40,3,2,2,1,1,3,3,2,3,4,3,2,3,1,2,3,2,2,4,2
"1631","RIM","1",1,2,2,2,1,2,2,1,2,3,2,3,3,2,3,2,2,2,2,2,3
"1632","RIM","1",2,4,2,2,2,1,2,4,2,1,4,3,1,4,2,2,4,1,2,3,1
"1633","RIM","1",3,2,3,1,1,1,2,3,3,2,2,NA,2,3,2,2,2,3,2,3,2
"1634","RIM","1",4,3,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,2,3,4,2
"1635","RIM","1",5,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2,3,2
"1636","RIM","1",6,4,2,2,1,1,2,3,2,1,4,2,1,4,1,2,4,1,1,4,1
"1637","RIM","1",7,4,2,2,1,2,3,3,2,2,4,3,2,3,2,2,4,2,1,4,1
"1638","RIM","1",8,4,2,1,2,2,2,3,2,2,3,2,2,3,3,1,3,1,2,3,2
"1639","RIM","1",9,3,2,1,2,2,3,3,2,2,4,1,2,3,3,2,3,2,2,3,2
"1640","RIM","1",10,3,1,2,3,2,1,3,3,4,3,3,1,4,1,1,4,3,3,4,4
"1641","RIM","1",11,2,3,3,2,1,1,1,2,2,2,2,1,2,3,3,2,2,2,2,1
"1642","RIM","1",12,2,4,3,4,4,1,1,4,3,2,4,4,2,4,4,1,3,4,1,4
"1643","RIM","1",13,4,2,1,1,1,3,3,1,1,4,1,1,4,2,1,4,1,3,3,1
"1644","RIM","1",14,2,2,2,4,3,2,2,3,3,2,2,3,2,4,2,2,2,2,2,2
"1645","RIM","1",15,3,2,1,2,2,3,4,2,2,3,2,2,3,2,2,3,2,1,4,2
"1646","RIM","1",16,3,3,2,3,3,1,2,2,2,2,2,3,2,2,2,3,2,1,3,1
"1647","RIM","1",17,4,2,1,1,1,3,3,2,1,4,2,1,3,2,1,4,1,1,3,1
"1648","RIM","1",18,4,2,2,2,2,3,3,1,2,4,1,1,4,2,2,4,3,1,4,2
"1649","RIM","1",19,4,3,2,2,1,1,3,2,2,3,2,2,3,2,2,3,2,1,4,1
"1650","RIM","1",20,4,2,2,2,1,2,2,3,3,4,3,2,3,3,2,4,3,4,2,4
"1651","RIM","1",21,3,3,2,2,2,2,3,2,2,3,3,2,4,3,2,4,2,2,3,2
"1652","RIM","1",22,4,3,1,1,2,4,4,2,2,4,2,2,3,3,1,4,1,2,4,1
"1653","RIM","1",23,3,1,2,2,1,2,2,4,4,3,3,2,2,4,2,3,2,2,2,3
"1654","RIM","1",24,3,2,1,2,1,2,4,2,1,3,2,1,4,1,2,3,1,2,3,1
"1655","RIM","1",25,3,3,2,2,1,3,3,2,3,3,2,1,4,3,1,3,2,2,4,1
"1656","RIM","1",26,3,2,1,1,2,3,3,2,2,3,3,1,3,2,2,3,2,2,3,2
"1657","RIM","1",27,4,2,2,2,2,2,2,3,3,4,3,2,4,2,2,2,1,3,4,1
"1658","RIM","1",28,4,3,1,2,2,2,3,3,3,4,4,3,2,4,1,2,2,3,3,3
"1659","RIM","1",29,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2
"1660","RIM","1",30,3,3,2,1,1,1,2,3,3,4,3,2,3,4,2,3,2,1,3,2
"1661","RIM","1",31,2,2,1,2,1,2,3,2,2,3,2,1,3,3,2,3,3,2,3,3
"1662","RIM","1",32,3,2,2,2,1,3,3,2,3,3,3,2,3,3,2,3,3,2,4,2
"1663","RIM","1",33,4,2,2,1,1,3,3,1,2,4,3,1,4,3,2,4,2,2,4,3
"1664","RIM","1",34,3,2,1,1,2,3,3,1,2,3,2,2,3,3,2,3,2,2,3,3
"1665","RIM","1",35,3,2,1,1,2,2,3,2,2,4,2,2,3,2,1,3,2,1,4,1
"1666","RIM","1",36,3,2,1,3,2,2,1,2,2,4,2,4,3,2,1,4,2,2,3,1
"1667","RIM","1",37,3,2,2,3,2,2,4,3,4,3,3,2,2,4,2,3,2,4,4,2
"1668","RIM","1",38,2,2,1,3,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2
"1669","RIM","1",39,3,2,2,1,1,2,3,2,3,4,1,1,3,2,2,4,2,1,4,2
"1670","RIM","1",40,3,2,1,2,2,1,3,3,3,3,3,2,3,3,2,3,3,2,3,2
"1671","RIM","1",41,3,2,1,1,2,2,3,1,1,3,2,2,3,2,2,3,1,2,3,1
"1672","RIM","1",42,3,2,2,2,2,3,3,2,2,3,1,2,3,3,1,3,2,2,3,2
"1673","RIM","1",43,2,3,2,3,2,2,3,3,3,3,2,2,3,3,2,3,2,2,3,3
"1674","RIM","1",44,3,2,1,1,1,3,3,2,2,3,1,1,4,NA,2,3,2,2,4,2
"1675","RIM","1",45,3,2,2,1,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2
"1676","RIM","1",46,3,1,2,2,1,2,3,2,2,3,1,2,2,2,2,2,1,2,2,2
"1677","RIM","1",47,3,3,1,2,2,3,3,2,3,3,2,2,3,4,2,3,2,2,4,2
"1678","RIM","1",48,3,3,1,2,2,2,3,3,2,3,1,2,3,3,1,2,2,1,2,1
"1679","RIM","1",49,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2
"1680","RIM","1",50,2,3,2,3,2,1,1,2,3,2,2,3,2,2,2,2,2,3,3,2
"1681","RIM","1",51,4,2,1,2,2,2,3,1,1,4,2,1,3,4,1,4,1,1,4,1
"1682","RIM","1",52,3,2,2,2,2,3,3,2,1,3,2,2,3,2,2,3,1,1,3,1
"1683","RIM","1",53,3,2,2,1,2,3,3,2,4,3,3,4,2,2,1,4,2,3,3,1
"1684","RIM","1",54,4,3,2,1,3,2,3,3,2,4,2,1,2,2,2,3,2,1,3,1
"1685","RIM","1",55,4,1,1,1,1,1,3,1,3,4,3,1,4,4,1,4,3,3,2,3
"1686","RIM","1",56,3,3,2,3,1,1,3,2,2,3,1,2,3,4,1,3,2,1,3,1
"1687","RIM","1",57,3,2,2,2,1,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3
"1688","RIM","1",58,2,3,2,3,2,1,2,2,2,3,4,3,2,4,2,2,1,2,3,1
"1689","RIM","1",59,3,3,3,2,1,2,3,4,3,3,3,1,3,2,2,3,2,1,3,3
"1690","RIM","1",60,4,2,1,1,2,4,4,3,3,4,3,1,3,3,1,3,3,4,3,2
"1691","RIM","1",61,3,3,2,2,1,3,2,2,3,3,3,2,4,4,2,3,3,3,3,2
"1692","RIM","1",62,2,2,1,3,4,1,4,2,4,3,2,2,2,3,2,2,3,3,4,3
"1693","RIM","1",63,3,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,1,1,3,1
"1694","RIM","1",64,2,2,2,2,2,2,2,2,3,3,3,4,2,2,2,2,3,3,2,1
"1695","RIM","1",65,2,2,2,3,2,2,2,2,2,2,3,3,2,3,2,1,1,2,2,2
"1696","RIM","1",66,3,2,2,2,1,2,4,2,2,4,2,2,3,2,1,4,2,2,3,1
"1697","RIM","1",67,3,2,1,2,2,2,3,2,2,3,1,1,3,3,2,3,2,2,4,2
"1698","RIM","1",68,4,1,2,1,1,1,4,2,1,4,2,2,3,1,2,4,1,2,4,2
"1699","RIM","1",69,3,2,2,2,2,3,3,2,1,3,1,2,3,2,2,3,1,1,3,2
"1700","RIM","1",70,3,3,2,NA,1,1,2,3,3,3,3,2,3,4,2,3,2,2,3,3
"1701","RIM","1",71,4,2,2,1,1,3,4,2,3,4,2,1,4,1,2,4,2,2,4,3
"1702","RIM","1",72,3,2,2,2,1,3,3,2,2,3,3,1,4,2,1,1,2,2,3,2
"1703","RIM","1",73,3,1,1,1,2,3,3,1,1,3,2,2,3,2,2,3,1,1,3,1
"1704","RIM","1",74,3,1,2,1,1,2,3,1,1,3,3,2,3,3,3,3,1,2,3,3
"1705","RIM","1",75,3,2,1,1,1,2,2,2,2,4,2,1,4,2,1,4,1,2,4,1
"1706","RIM","1",76,3,3,2,2,2,1,3,2,2,3,3,3,2,3,2,2,2,3,3,3
"1707","RIM","1",77,3,2,2,2,1,1,2,3,2,3,4,2,2,1,2,2,3,3,3,3
"1708","RIM","1",78,3,2,1,1,1,1,2,1,1,4,2,1,4,1,1,3,1,1,2,1
"1709","RIM","1",79,3,2,2,2,1,2,3,2,2,3,2,2,3,2,2,3,3,2,3,2
"1710","RIM","1",80,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,3,2,3
"1711","RIM","1",81,3,2,1,1,1,2,3,2,1,3,1,1,3,4,1,4,1,1,3,2
"1712","RIM","1",82,4,2,1,2,2,3,4,1,2,4,2,1,4,2,1,4,1,1,4,2
"1713","RIM","1",83,4,2,1,3,1,3,3,2,2,3,2,1,3,3,1,3,2,2,3,1
"1714","RIM","1",84,4,1,2,1,1,3,4,1,1,4,1,1,4,2,2,4,1,1,4,1
"1715","RIM","1",85,4,2,2,2,1,2,2,3,2,4,3,2,3,2,2,4,2,3,2,3
"1716","RIM","1",86,4,2,2,1,1,2,3,1,2,3,2,1,3,2,2,3,4,2,3,2
"1717","RIM","1",87,4,2,1,1,1,3,4,1,2,4,2,2,4,2,2,4,2,2,4,1
"1718","RIM","1",88,4,2,1,2,1,4,3,1,2,4,2,2,4,1,1,4,2,2,4,2
"1719","RIM","1",89,4,1,1,1,2,3,3,1,1,4,1,1,4,1,1,3,1,1,4,1
"1720","RIM","1",90,4,2,1,1,2,3,3,2,2,4,2,2,3,2,1,4,2,1,4,1
"1721","RIM","1",91,4,2,1,1,1,3,3,1,1,4,2,1,4,3,1,4,1,1,3,1
"1722","RIM","1",92,4,3,2,2,1,2,4,3,3,4,2,1,3,2,1,4,3,1,4,2
"1723","RIM","1",93,4,2,2,2,1,1,4,3,2,3,1,1,3,1,2,3,3,1,4,2
"1724","RIM","1",94,3,3,1,2,2,1,3,2,2,4,2,2,3,3,1,3,2,2,3,2
"1725","RIM","1",95,3,2,2,2,1,3,3,2,2,3,2,2,3,1,2,3,2,2,3,2
"1726","RIM","1",96,4,1,2,1,1,2,3,1,2,4,2,2,4,1,1,4,1,2,4,1
"1727","RIM","1",97,3,2,2,1,1,2,2,2,2,3,3,2,3,1,2,3,3,2,2,2
"1728","RIM","1",98,3,2,1,2,2,2,3,2,2,3,1,1,4,2,2,3,2,1,4,2
"1729","RIM","1",99,3,2,2,3,1,3,4,3,2,3,2,2,2,4,2,2,2,2,3,2
"1730","RIM","1",100,3,3,2,2,1,2,3,2,1,4,2,1,3,1,2,4,1,1,3,4
"1731","RIM","1",101,3,2,1,2,2,3,3,2,2,3,2,2,2,3,2,3,1,1,3,1
"1732","RIM","1",102,4,2,1,4,2,2,2,3,4,3,2,4,1,2,2,3,4,4,3,3
"1733","RIM","1",103,3,2,2,1,3,3,2,2,2,3,2,1,3,2,2,3,1,2,4,2
"1734","RIM","1",104,4,2,1,2,1,3,3,2,2,4,2,1,4,2,2,4,2,NA,NA,1
"1735","RIM","1",105,3,2,1,2,1,3,4,2,2,3,2,1,3,2,2,3,2,2,3,2
"1736","RIM","1",106,4,2,1,2,2,1,4,1,2,4,2,1,4,3,2,4,3,1,4,2
"1737","RIM","1",107,3,2,2,2,1,3,3,2,2,3,2,1,3,1,1,3,2,1,4,1
"1738","RIM","1",108,3,2,2,2,1,2,3,2,2,3,2,1,4,4,2,4,2,2,4,2
"1739","RIM","1",109,2,2,2,2,3,1,3,2,3,2,2,2,2,2,2,2,2,2,4,2
"1740","RIM","1",110,3,3,2,3,1,1,4,3,3,3,3,1,3,2,2,3,3,2,4,3
"1741","RIM","1",111,3,2,1,1,1,2,3,2,1,3,1,2,3,4,2,3,1,1,4,1
"1742","RIM","1",112,4,2,1,2,1,2,3,3,2,4,3,1,3,4,2,4,3,2,4,1
"1743","RIM","1",113,3,2,1,1,1,3,3,2,2,4,2,1,4,3,2,3,2,1,4,2
"1744","RIM","1",114,3,2,1,2,2,2,3,1,2,4,3,2,3,2,1,3,3,2,2,2
"1745","RIM","1",115,2,3,2,4,3,1,2,2,4,1,3,1,3,2,3,1,3,4,2,2
"1746","RIM","1",116,4,1,1,2,1,3,3,1,2,4,1,1,4,2,2,4,1,1,4,1
"1747","RIM","1",117,3,3,2,2,1,2,2,3,3,3,3,2,3,2,2,3,2,1,3,2
"1748","RIM","1",118,3,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,3,3,3,2
"1749","RIM","1",119,2,3,1,4,3,2,2,3,4,1,4,4,1,2,4,1,4,3,2,3
"1750","RIM","1",120,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2
"1751","RIM","1",121,3,2,1,2,3,2,4,2,2,4,2,2,3,3,1,3,1,2,3,2
"1752","RIM","1",123,3,2,1,2,1,3,3,1,2,3,2,2,3,3,2,3,2,1,3,2
"1753","RIM","1",124,4,1,1,1,1,4,4,1,1,4,1,1,4,1,1,4,1,4,4,1
"1754","RIM","1",125,3,2,1,1,2,2,4,1,2,3,2,2,3,1,2,3,1,1,4,1
"1755","RIM","1",126,4,2,1,1,1,3,4,2,1,4,1,1,4,3,1,4,1,1,4,1
"1756","RIM","1",127,2,2,2,4,1,2,2,2,3,2,3,2,2,3,2,2,3,2,3,1
"1757","RIM","1",128,4,2,2,2,3,2,4,2,2,3,1,2,3,2,2,3,2,1,3,2
"1758","RIM","1",129,3,2,1,2,1,2,3,2,2,4,1,1,3,2,1,3,2,1,3,1
"1759","RIM","1",130,4,2,1,1,1,2,3,1,2,3,3,1,2,1,1,3,2,2,3,2
"1760","RIM","1",131,2,3,2,3,2,2,2,3,2,2,3,3,1,3,3,2,2,2,2,2
"1761","RIM","1",132,2,2,2,2,1,2,3,2,2,2,2,1,2,3,2,2,1,1,2,2
"1762","RIM","1",133,3,3,2,2,1,1,2,1,3,3,2,2,2,4,2,3,1,1,3,1
"1763","RIM","1",134,3,2,1,2,1,2,3,2,2,3,1,2,3,2,2,4,3,3,3,3
"1764","RIM","1",135,4,2,1,1,1,3,3,1,2,4,2,1,3,2,1,3,2,2,4,1
"1765","RIM","1",136,4,1,3,3,2,2,3,4,2,2,1,3,2,4,2,3,3,4,2,3
"1766","RIM","1",137,3,2,1,1,1,2,4,2,1,3,2,1,3,3,1,3,1,3,4,1
"1767","RIM","1",138,4,2,1,1,1,2,4,2,2,4,2,2,3,2,1,4,3,1,4,2
"1768","RIM","1",139,3,2,2,2,2,2,3,2,1,3,2,2,3,2,2,3,2,2,3,1
"1769","RIM","1",140,3,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,3,2,2,3
"1770","RIM","1",141,4,3,2,1,2,2,3,3,3,4,3,2,4,4,2,3,2,2,3,3
"1771","RIM","1",142,3,3,1,3,2,2,3,2,2,2,3,2,3,3,3,2,1,2,4,2
"1772","RIM","1",143,3,2,2,2,1,3,3,2,1,2,1,2,2,1,2,2,1,1,3,1
"1773","RIM","1",144,3,1,1,1,1,3,4,1,1,3,1,1,4,2,1,3,1,1,4,1
"1774","RIM","1",145,4,4,2,2,1,3,4,2,2,4,2,4,4,2,1,4,4,2,4,4
"1775","RIM","1",146,3,2,2,2,1,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2
"1776","RIM","1",147,3,2,1,2,3,2,2,2,2,3,2,2,3,3,2,3,4,2,3,3
"1777","RIM","1",148,3,2,2,4,1,2,2,3,3,2,3,3,2,3,2,2,2,3,2,3
"1778","RIM","1",149,2,4,2,2,1,3,2,2,3,1,2,2,1,3,3,3,1,2,1,3
"1779","RIM","1",150,4,2,1,2,2,2,3,3,4,3,1,1,4,1,1,4,2,1,4,1
"1780","RIM","1",151,3,2,2,2,1,1,2,2,1,4,2,3,4,2,1,4,1,1,3,1
"1781","RIM","1",152,3,2,2,3,1,2,1,3,3,2,4,2,2,3,2,2,1,3,3,3
"1782","RIM","1",153,2,3,2,3,2,2,2,2,3,3,3,2,2,3,3,2,2,2,1,4
"1783","RIM","1",154,2,3,2,3,2,1,2,3,2,1,3,3,1,3,3,2,3,3,2,2
"1784","RIM","1",155,4,3,1,2,1,2,3,2,2,4,2,2,3,2,2,4,2,2,4,3
"1785","RIM","1",156,3,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2
"1786","RIM","1",157,4,2,1,1,2,3,4,1,2,4,2,1,4,2,1,4,2,1,4,1
"1787","RIM","1",158,3,2,1,3,2,2,2,2,1,2,2,4,2,3,3,2,2,2,4,2
"1788","RIM","1",159,2,2,1,3,2,2,3,3,2,2,2,1,2,2,3,2,1,2,1,3
"1789","RIM","1",160,2,1,2,3,3,2,2,3,3,2,3,2,2,1,3,2,1,1,3,4
