"","active","afraid","alert","angry","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","anxious","cheerful","idle","inactive","tranquil","alone","kindly","scornful","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","gender","TOD","drug","film","time","id","form","study"
"1501",2,0,0,0,1,0,0,1,1,0,0,2,1,0,1,1,1,0,2,0,3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,1,1,1,0,1,1,1,0,1,3,3,2,0,1,2,0,0,3,1,0,1,0,2,0,0,0,1,2,1,NA,NA,NA,13,11,2,7,6,NA,13,NA,1,1,127,2,"Maps"
"1502",1,2,2,1,0,1,0,0,0,2,1,0,0,1,1,0,0,2,1,2,0,1,0,0,2,0,2,2,0,2,0,0,0,1,0,1,2,1,1,0,1,2,2,0,0,0,1,0,2,1,2,0,0,0,1,2,0,0,0,2,0,2,1,0,2,1,2,1,0,0,1,1,NA,NA,NA,13,17,3,8,5,NA,15,NA,3,1,128,2,"Maps"
"1503",3,0,3,0,1,0,0,3,2,2,0,0,2,0,2,1,3,0,3,0,0,0,3,3,3,3,0,0,3,0,0,0,3,0,1,2,2,0,1,3,0,1,0,2,2,0,0,3,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,3,2,3,3,1,3,0,0,0,NA,NA,NA,17,7,5,10,6,NA,15,NA,3,1,129,2,"Maps"
"1504",1,0,2,0,1,0,0,3,2,1,1,1,2,0,2,2,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,2,1,3,2,1,1,0,2,1,1,1,1,1,1,0,0,1,0,0,0,2,3,1,1,1,1,1,2,NA,NA,NA,11,20,3,8,3,NA,13,NA,4,1,130,2,"Maps"
"1505",0,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,0,3,1,2,0,1,0,0,0,0,0,2,0,3,2,1,0,2,0,1,1,2,1,0,3,0,0,0,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,1,3,3,2,0,1,0,0,1,0,0,0,0,NA,NA,NA,14,10,2,8,5,NA,13,NA,4,1,131,2,"Maps"
"1506",2,1,2,0,2,0,1,3,1,2,0,1,3,0,2,3,2,0,2,1,3,0,2,2,3,2,0,0,3,0,0,2,3,0,2,2,3,0,2,2,0,1,0,3,3,1,0,3,0,3,0,2,3,1,3,0,0,3,0,2,3,0,0,2,2,3,1,2,2,1,1,1,NA,NA,NA,14,12,3,9,5,NA,13,NA,4,1,132,2,"Maps"
"1507",1,0,1,0,0,0,0,2,2,2,0,0,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,2,0,1,2,0,2,0,2,1,3,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,1,1,2,NA,NA,NA,11,10,3,6,4,NA,15,NA,3,1,133,2,"Maps"
"1508",1,0,1,0,1,0,0,2,2,1,0,0,2,1,2,2,1,1,2,0,2,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,2,2,1,1,2,2,0,2,0,2,2,2,1,0,1,1,0,1,3,0,0,1,1,2,1,1,2,0,1,2,NA,NA,NA,10,10,1,6,3,NA,15,NA,3,1,134,2,"Maps"
"1509",2,0,1,0,1,0,0,2,2,2,0,0,1,0,2,2,3,0,2,0,1,0,1,1,2,2,0,0,2,0,0,1,3,0,0,2,2,0,1,2,1,0,1,2,2,0,1,3,0,3,0,1,1,0,3,0,1,3,0,0,1,0,0,2,2,3,1,1,3,0,0,2,NA,NA,NA,14,8,2,7,5,NA,15,NA,3,1,135,2,"Maps"
"1510",2,0,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,0,1,1,2,2,0,1,2,1,2,1,2,2,1,2,2,1,1,3,1,2,2,2,1,0,2,2,3,1,0,2,2,0,1,2,2,1,1,1,2,1,1,1,2,2,1,NA,NA,NA,13,11,2,8,4,NA,15,NA,3,1,136,2,"Maps"
"1511",0,0,0,0,0,1,0,2,2,1,0,1,2,1,1,0,0,1,3,2,3,2,0,0,0,0,0,2,0,1,2,2,1,1,0,0,2,1,0,0,1,0,2,0,1,1,2,1,1,1,0,1,3,3,0,1,2,0,0,2,3,2,0,0,0,2,0,2,0,2,2,2,NA,NA,NA,15,13,4,11,3,NA,15,NA,3,1,137,2,"Maps"
"1512",0,0,0,0,1,0,0,1,1,0,1,3,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,NA,1,1,0,0,0,0,2,0,0,0,0,0,3,1,1,0,1,0,0,1,2,1,1,0,1,1,0,0,0,1,1,1,NA,NA,NA,13,22,2,7,5,NA,15,NA,3,1,138,2,"Maps"
"1513",0,0,1,0,0,0,0,1,2,1,1,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,2,0,0,2,1,0,1,0,0,0,2,1,2,2,2,1,1,1,1,1,2,2,0,0,0,1,0,1,2,0,0,1,0,1,1,2,1,2,0,1,NA,NA,NA,13,2,2,8,4,NA,16,NA,1,1,139,2,"Maps"
"1514",1,0,2,0,0,0,0,2,2,1,1,2,2,0,2,1,1,0,1,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,2,2,2,0,1,0,2,1,1,2,0,2,1,0,0,1,0,0,0,1,2,1,1,1,1,1,2,NA,NA,NA,20,9,3,11,7,NA,16,NA,1,1,140,2,"Maps"
"1515",1,0,1,0,2,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,0,1,0,0,1,1,2,0,1,1,0,0,1,0,0,1,1,2,1,0,1,0,1,1,NA,NA,NA,15,12,2,7,5,NA,16,NA,1,1,141,2,"Maps"
"1516",1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,3,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,2,1,1,1,0,1,0,0,3,3,1,0,2,0,0,1,3,0,0,0,0,2,0,2,0,1,2,1,NA,NA,NA,10,18,4,5,4,NA,16,NA,1,1,142,2,"Maps"
"1517",2,0,2,0,1,0,0,1,1,1,0,1,1,0,2,2,2,0,3,1,0,0,1,2,2,1,0,0,2,0,0,0,1,1,1,3,1,1,1,2,0,0,1,1,2,1,0,2,1,2,1,1,1,1,2,0,1,3,0,0,1,0,0,1,1,1,1,0,1,0,0,1,NA,NA,NA,22,3,0,12,8,NA,16,NA,1,1,143,2,"Maps"
"1518",2,0,1,0,1,1,1,2,2,1,1,2,2,0,2,2,1,1,1,2,3,1,1,2,2,2,1,2,2,1,1,0,2,0,1,1,1,1,2,1,3,1,2,1,1,2,2,2,1,2,1,2,3,1,2,1,2,2,0,1,3,1,1,2,2,2,1,2,2,2,2,2,NA,NA,NA,10,8,3,7,2,NA,13,NA,2,1,144,2,"Maps"
"1519",2,0,1,0,1,0,0,1,0,1,0,1,1,0,2,2,0,0,2,0,1,0,1,1,2,2,0,0,2,0,0,0,2,0,2,1,2,0,1,2,1,0,1,3,2,0,1,1,1,1,0,1,1,0,3,0,1,1,1,2,1,0,0,1,2,2,1,1,2,1,0,1,NA,NA,NA,16,13,2,9,5,NA,14,NA,2,1,145,2,"Maps"
"1520",0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,0,0,0,3,3,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,16,12,3,7,6,NA,16,NA,4,1,146,2,"Maps"
"1521",1,1,1,1,0,1,0,0,0,0,1,1,0,2,1,0,0,2,2,2,2,2,0,0,0,0,1,3,0,1,1,2,1,1,2,1,1,1,3,0,1,2,1,1,0,0,1,0,1,1,2,1,2,2,1,0,1,1,0,2,3,1,1,0,0,2,0,2,1,0,1,1,NA,NA,NA,16,14,1,9,5,NA,16,NA,4,1,147,2,"Maps"
"1522",1,1,1,0,1,0,1,1,0,1,0,0,1,0,2,2,2,0,1,0,3,0,2,0,2,2,1,1,0,0,1,0,3,0,2,1,2,0,1,1,0,1,1,3,1,1,1,2,0,2,1,1,3,2,3,0,0,1,2,2,3,0,0,0,1,3,0,1,3,0,0,1,NA,NA,NA,18,12,3,10,5,NA,16,NA,4,1,148,2,"Maps"
"1523",1,0,1,1,1,0,0,2,1,1,0,2,2,NA,2,3,0,1,0,0,2,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,2,1,2,0,2,1,1,2,1,2,0,2,2,0,1,2,1,1,0,1,3,0,1,0,1,2,1,NA,NA,NA,18,10,2,10,7,NA,16,NA,4,1,149,2,"Maps"
"1524",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,4,12,2,4,0,NA,15,NA,2,1,150,2,"Maps"
"1525",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,12,2,5,7,4,NA,15,NA,2,1,151,2,"Maps"
"1526",2,0,2,1,2,1,2,2,2,2,0,1,2,1,3,3,2,0,2,0,0,0,2,2,2,2,0,0,2,0,1,1,3,0,2,1,2,1,1,2,1,0,1,2,3,2,1,3,0,3,0,2,1,0,2,1,0,2,1,1,1,1,1,1,2,3,2,1,2,1,0,2,NA,NA,NA,21,0,3,12,8,NA,13,NA,2,1,152,2,"Maps"
"1527",1,0,1,0,0,0,0,3,0,1,0,2,1,3,2,1,2,0,2,1,3,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,0,0,0,0,2,0,0,1,2,2,0,2,0,0,3,3,1,2,0,1,0,1,3,0,0,0,1,2,0,0,0,0,1,1,NA,NA,NA,12,15,2,6,4,NA,13,NA,2,1,153,2,"Maps"
"1528",0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,21,9,2,10,8,NA,13,NA,2,1,154,2,"Maps"
"1529",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,3,0,0,0,NA,0,1,0,0,2,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,3,3,0,0,0,2,0,0,3,0,0,0,1,2,0,0,0,2,2,1,NA,NA,NA,11,16,2,8,2,NA,13,NA,2,1,155,2,"Maps"
"1530",2,0,2,0,0,0,0,NA,1,1,1,0,1,0,3,2,1,0,2,0,0,0,1,1,1,1,NA,0,1,0,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,0,0,2,1,2,0,2,1,1,2,0,0,0,0,0,1,0,0,1,2,2,1,0,2,0,0,2,NA,NA,NA,19,5,1,11,5,NA,13,NA,3,1,156,2,"Maps"
"1531",2,0,3,1,1,1,1,2,2,2,0,3,2,0,2,2,2,0,2,1,1,0,1,1,2,0,0,1,2,0,1,0,1,1,3,1,2,0,0,2,1,1,2,1,0,2,1,2,1,2,0,1,1,1,2,1,2,2,0,1,1,0,0,2,1,3,2,2,2,1,1,2,NA,NA,NA,15,13,4,8,7,NA,13,NA,3,1,157,2,"Maps"
"1532",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,1,12,3,0,1,NA,13,NA,3,1,158,2,"Maps"
"1533",0,0,3,0,0,0,0,1,1,1,0,2,1,0,2,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,2,1,0,1,1,0,1,1,0,1,1,0,0,0,2,1,0,2,0,2,0,0,2,0,3,1,0,1,0,0,0,0,2,1,2,1,2,3,2,1,NA,NA,NA,14,9,1,5,6,NA,13,NA,3,1,159,2,"Maps"
"1534",1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,2,2,0,1,0,2,0,0,1,1,1,1,0,0,1,3,2,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,3,1,1,NA,NA,NA,20,16,0,9,8,NA,13,NA,3,1,160,2,"Maps"
"1535",1,0,0,0,0,0,0,3,1,1,0,3,3,0,3,2,1,1,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,1,2,3,2,2,0,0,1,2,2,1,0,2,1,0,0,3,0,0,0,2,0,1,0,0,3,3,2,NA,NA,NA,18,9,3,10,7,NA,13,NA,3,2,1,2,"Maps"
"1536",0,0,0,1,1,0,1,1,1,0,0,3,1,0,2,1,0,0,1,NA,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,2,0,1,0,1,2,0,0,2,1,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,16,12,1,8,5,NA,13,NA,3,2,2,2,"Maps"
"1537",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,2,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,6,5,2,1,3,NA,13,NA,3,2,3,2,"Maps"
"1538",0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,1,1,NA,NA,NA,12,15,3,6,4,NA,13,NA,3,2,4,2,"Maps"
"1539",1,1,2,2,1,2,1,1,1,2,1,0,2,1,1,2,1,1,2,1,1,1,1,0,1,2,1,3,1,2,2,1,1,1,3,3,1,1,0,1,NA,2,1,2,1,1,3,1,1,1,2,NA,NA,1,1,2,1,1,1,NA,1,2,2,2,2,1,1,1,1,1,2,NA,NA,NA,NA,14,2,3,6,5,NA,13,NA,3,2,5,2,"Maps"
"1540",0,0,1,1,0,0,2,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,6,15,5,4,2,NA,13,NA,1,2,6,2,"Maps"
"1541",0,1,1,1,0,1,2,1,2,2,1,0,2,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,2,1,0,1,2,1,1,0,2,1,1,1,2,1,1,1,1,0,0,1,1,0,2,1,1,2,1,1,1,0,1,1,0,0,2,0,NA,NA,NA,15,12,3,9,4,NA,13,NA,1,2,7,2,"Maps"
"1542",2,0,2,0,1,0,0,2,1,2,0,0,1,0,3,3,2,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,1,0,1,0,2,0,0,1,0,0,0,2,2,1,0,2,0,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,2,2,1,0,1,0,0,1,NA,NA,NA,18,10,2,9,7,NA,15,NA,2,2,8,2,"Maps"
"1543",2,0,1,0,1,0,0,0,3,1,0,1,3,0,3,3,2,0,3,0,0,0,1,2,2,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,0,0,3,1,0,1,0,3,0,3,0,2,0,0,3,0,2,2,0,0,0,0,0,0,2,3,1,0,3,1,1,1,NA,NA,NA,15,1,3,11,3,NA,15,NA,2,2,9,2,"Maps"
"1544",2,0,2,0,2,0,0,0,0,2,NA,0,0,0,1,0,0,0,1,0,0,0,1,3,0,2,0,0,3,0,0,0,0,1,1,NA,0,0,1,3,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,2,3,0,3,2,0,0,0,0,NA,NA,NA,8,10,2,5,2,NA,15,NA,2,2,10,2,"Maps"
"1545",0,0,1,2,1,0,2,0,0,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,13,9,3,9,3,NA,13,NA,1,2,11,2,"Maps"
"1546",3,0,3,0,2,0,0,3,2,2,3,0,3,0,3,3,3,0,3,0,0,0,0,3,3,3,0,0,2,3,0,0,3,0,3,0,3,0,0,3,0,0,0,2,3,0,0,3,0,2,0,3,1,0,3,0,2,3,2,0,0,0,0,3,3,3,2,0,3,0,0,3,NA,NA,NA,14,1,6,12,3,NA,13,NA,4,2,12,2,"Maps"
"1547",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,15,2,5,10,4,NA,13,NA,4,2,13,2,"Maps"
"1548",2,0,1,0,2,0,0,3,2,2,0,1,2,0,3,3,2,0,2,0,0,0,0,2,2,2,0,0,2,0,0,0,2,0,2,2,3,0,2,3,0,0,0,2,2,0,0,3,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,1,2,3,2,0,3,0,0,0,NA,NA,NA,19,3,0,11,7,NA,13,NA,4,2,14,2,"Maps"
"1549",3,0,2,1,0,0,0,0,1,0,1,0,0,0,3,2,0,0,3,1,0,0,0,2,0,0,0,2,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,15,7,2,10,4,NA,13,NA,1,2,15,2,"Maps"
"1550",2,0,3,3,1,0,2,0,0,3,2,0,1,3,3,0,0,1,3,3,0,0,0,3,0,1,0,2,0,2,0,0,0,0,3,2,3,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,1,3,0,1,3,3,3,0,3,2,0,0,0,0,NA,NA,NA,11,13,7,5,6,NA,13,NA,1,2,16,2,"Maps"
"1551",0,1,1,3,3,2,3,0,1,1,2,0,2,3,0,0,0,3,0,3,1,1,0,0,0,0,2,1,0,3,2,2,0,1,0,2,2,2,0,0,1,1,0,0,0,1,2,0,3,0,3,0,1,2,0,3,3,0,3,1,1,2,3,1,1,0,0,1,0,0,2,1,NA,NA,NA,16,18,0,10,5,NA,13,NA,1,2,17,2,"Maps"
"1552",2,0,2,3,2,0,2,0,1,2,0,0,1,1,3,0,2,0,3,0,0,0,2,2,2,2,0,1,1,0,0,0,1,1,2,2,2,2,1,2,0,1,1,2,2,0,0,0,1,1,1,0,0,0,2,0,0,2,1,1,0,0,0,1,2,1,2,1,2,0,0,1,NA,NA,NA,17,11,4,11,6,NA,13,NA,1,2,18,2,"Maps"
"1553",1,1,2,2,2,2,3,0,0,1,2,0,1,3,2,1,0,2,1,2,0,0,0,1,0,1,1,3,1,2,0,1,0,1,1,2,3,1,1,1,1,1,1,0,0,0,2,0,3,0,0,0,0,0,0,2,0,2,2,1,0,2,2,1,2,0,2,1,1,1,2,0,NA,NA,NA,7,10,1,4,2,NA,13,NA,1,2,19,2,"Maps"
"1554",0,0,1,0,1,0,2,2,2,2,0,0,2,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,1,0,0,2,0,0,1,1,2,1,1,0,1,1,1,0,1,2,1,1,0,1,0,0,0,2,1,1,0,0,0,2,1,NA,NA,NA,13,12,4,8,4,NA,13,NA,1,2,20,2,"Maps"
"1555",1,0,1,0,1,0,1,1,1,1,1,0,1,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,2,0,1,1,1,1,1,1,NA,NA,NA,14,3,3,7,5,NA,15,NA,2,2,21,2,"Maps"
"1556",1,0,2,0,2,0,0,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,2,2,0,2,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1,0,2,1,0,0,1,0,NA,NA,NA,11,10,1,7,3,NA,15,NA,2,2,22,2,"Maps"
"1557",0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,20,10,2,10,7,NA,14,NA,2,2,23,2,"Maps"
"1558",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,NA,NA,NA,12,8,2,10,1,NA,15,NA,2,2,24,2,"Maps"
"1559",1,0,2,0,1,0,0,2,1,1,0,1,2,1,2,2,0,0,2,0,1,1,1,1,1,2,1,0,1,0,0,0,2,0,0,1,2,1,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,13,9,1,7,4,NA,15,NA,2,2,25,2,"Maps"
"1560",1,1,2,0,1,0,2,1,0,2,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,2,1,0,2,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,NA,NA,NA,10,9,1,7,3,NA,15,NA,2,2,26,2,"Maps"
"1561",1,0,1,0,1,0,0,2,1,1,0,0,2,0,2,2,1,0,1,0,2,0,1,1,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,2,1,1,1,1,2,0,2,0,2,2,1,2,0,2,1,0,0,2,0,0,1,1,2,1,1,2,1,1,2,NA,NA,NA,18,2,3,10,6,NA,14,NA,4,2,27,2,"Maps"
"1562",2,0,2,0,2,0,0,2,2,2,0,0,1,0,2,2,2,0,1,0,0,0,0,2,2,1,0,0,2,0,0,0,2,0,1,0,1,0,0,2,0,0,0,1,1,2,0,2,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,2,2,0,1,0,0,2,NA,NA,NA,14,12,4,7,5,NA,14,NA,4,2,28,2,"Maps"
"1563",2,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,13,7,3,7,4,NA,16,NA,3,2,29,2,"Maps"
"1564",2,0,3,0,0,0,2,2,1,3,0,0,2,0,2,3,3,0,3,0,1,0,2,2,3,3,0,0,2,0,0,0,3,0,2,0,3,0,0,2,0,0,3,2,2,0,1,3,0,2,0,1,1,0,3,0,0,0,3,0,2,0,0,0,3,2,3,0,2,0,0,0,NA,NA,NA,16,19,5,9,6,NA,14,NA,4,2,30,2,"Maps"
"1565",1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,11,14,2,4,5,NA,14,NA,4,2,31,2,"Maps"
"1566",1,0,2,0,2,0,0,1,1,2,1,1,2,0,1,0,1,1,1,1,1,0,1,1,1,2,0,1,1,1,0,0,2,0,1,0,2,1,1,1,0,1,1,2,1,1,1,2,1,1,0,2,1,1,1,0,1,1,0,1,1,1,1,1,2,2,2,0,2,2,1,1,NA,NA,NA,8,17,1,5,3,NA,14,NA,4,2,32,2,"Maps"
"1567",1,0,1,0,2,0,2,2,1,1,0,0,1,0,2,2,2,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,2,0,2,1,2,0,1,2,0,0,0,2,2,0,1,2,0,2,0,0,0,1,2,0,0,2,1,0,0,0,0,1,2,3,1,1,2,0,0,0,NA,NA,NA,10,15,1,3,5,NA,14,NA,4,2,33,2,"Maps"
"1568",2,0,2,0,1,0,0,2,1,2,0,1,1,0,3,2,2,0,2,0,0,0,2,3,2,3,0,1,2,0,0,1,3,0,2,1,3,0,0,2,1,0,1,3,2,1,1,2,0,2,0,0,1,0,2,1,1,2,3,0,0,0,0,1,2,3,2,2,2,0,0,1,NA,NA,NA,13,14,2,8,5,NA,16,NA,3,2,34,2,"Maps"
"1569",1,1,2,2,2,0,2,0,1,2,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,2,1,0,1,0,2,0,1,2,1,2,2,2,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,2,2,0,1,2,2,2,0,2,1,1,0,0,1,NA,NA,NA,11,10,2,5,4,NA,16,NA,3,2,35,2,"Maps"
"1570",1,0,1,1,1,0,0,2,0,1,0,0,1,1,1,2,0,1,0,1,0,0,0,2,1,2,0,1,1,0,0,0,1,0,0,1,2,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,2,2,1,1,0,1,NA,NA,NA,5,9,3,3,1,NA,14,NA,2,2,36,2,"Maps"
"1571",0,0,0,0,0,0,0,1,1,0,1,2,2,0,1,1,0,0,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1,1,1,0,2,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,3,2,NA,NA,NA,13,10,2,8,5,NA,16,NA,3,2,37,2,"Maps"
"1572",0,0,0,0,0,0,0,2,1,1,0,3,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,1,0,1,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,NA,NA,NA,7,5,2,3,1,NA,14,NA,2,2,38,2,"Maps"
